# SQM interaction energies (kcal/mol)
system	"PM6"	"PM6-D3H4"	"PM6-D3H4X"	"PM6-D3H4'X"	"PM7"	"DFTB3"	"DFTB3-D3"	"DFTB3-D3H4"	"DFTB3-D3H5"	"DFTB3-D3H5'"	"GFN-XTB2"
6.22_150	-0.740	-1.072	-1.072	-1.706	-1.325	-0.594	-1.007	-1.021	-1.021	-1.029	-1.187
6.22_200	-0.279	-0.361	-0.361	-0.416	-0.423	-0.151	-0.290	-0.246	-0.246	-0.250	-0.416
6.23_080	5.003	4.472	4.471	1.039	0.727	-0.273	-1.654	-1.306	-1.306	-1.667	-1.003
6.23_085	3.024	2.406	2.405	-1.207	-1.039	-1.699	-3.050	-2.788	-2.788	-3.155	-1.962
6.23_090	1.450	0.753	0.753	-2.968	-2.116	-2.366	-3.683	-3.465	-3.465	-3.779	-2.359
6.23_095	0.304	-0.461	-0.462	-4.222	-2.718	-2.592	-3.869	-3.711	-3.711	-3.938	-2.442
6.23_100	-0.421	-1.239	-1.239	-4.975	-3.001	-2.571	-3.805	-3.757	-3.757	-3.895	-2.365
6.23_105	-0.782	-1.631	-1.631	-5.283	-3.076	-2.415	-3.600	-3.676	-3.676	-3.747	-2.215
6.23_110	-0.879	-1.733	-1.733	-5.248	-3.021	-2.190	-3.322	-3.450	-3.450	-3.481	-2.037
6.23_125	-0.568	-1.326	-1.326	-4.182	-2.495	-1.418	-2.372	-2.444	-2.444	-2.446	-1.511
6.23_150	-0.248	-0.666	-0.666	-2.103	-1.475	-0.585	-1.222	-1.134	-1.134	-1.135	-0.868
6.23_200	-0.122	-0.238	-0.238	-0.289	-0.478	-0.277	-0.490	-0.413	-0.413	-0.414	-0.266
6.24_080	6.626	6.418	6.417	5.268	2.554	0.748	-0.492	-0.188	-0.092	-0.319	-0.761
6.24_085	4.419	4.172	4.171	2.824	0.565	-1.218	-2.434	-2.244	-2.192	-2.447	-2.030
6.24_090	2.541	2.237	2.237	0.713	-0.698	-2.177	-3.366	-3.168	-3.142	-3.384	-2.562
6.24_095	1.034	0.653	0.653	-1.020	-1.460	-2.535	-3.695	-3.453	-3.441	-3.634	-2.677
6.24_100	-0.055	-0.530	-0.530	-2.322	-1.885	-2.556	-3.682	-3.449	-3.445	-3.575	-2.578
6.24_105	-0.732	-1.307	-1.307	-3.182	-2.092	-2.396	-3.486	-3.347	-3.345	-3.420	-2.386
6.24_110	-1.064	-1.724	-1.724	-3.645	-2.161	-2.148	-3.198	-3.166	-3.165	-3.202	-2.163
6.24_125	-0.978	-1.712	-1.712	-3.557	-1.982	-1.296	-2.207	-2.318	-2.318	-2.321	-1.546
6.24_150	-0.491	-0.942	-0.942	-2.135	-1.318	-0.358	-1.000	-0.989	-0.989	-0.989	-0.859
6.24_200	-0.145	-0.269	-0.269	-0.328	-0.461	0.001	-0.228	-0.163	-0.163	-0.163	-0.251
6.25_080	2.994	2.972	2.972	2.972	1.698	-2.049	-2.556	-2.482	-2.482	-2.685	-1.495
6.25_085	1.395	1.317	1.317	1.317	0.114	-2.677	-3.173	-3.137	-3.137	-3.359	-2.373
6.25_090	0.172	0.052	0.052	0.052	-0.816	-2.528	-3.012	-2.942	-2.942	-3.143	-2.641
6.25_095	-0.663	-0.826	-0.826	-0.826	-1.311	-2.095	-2.565	-2.474	-2.474	-2.625	-2.592
6.25_100	-1.129	-1.333	-1.333	-1.333	-1.530	-1.629	-2.083	-2.038	-2.038	-2.132	-2.397
6.25_105	-1.290	-1.530	-1.530	-1.530	-1.581	-1.236	-1.672	-1.692	-1.692	-1.742	-2.153
6.25_110	-1.243	-1.509	-1.509	-1.509	-1.538	-0.941	-1.358	-1.390	-1.390	-1.412	-1.906
6.25_125	-0.738	-1.035	-1.035	-1.035	-1.201	-0.487	-0.837	-0.857	-0.857	-0.859	-1.302
6.25_150	-0.335	-0.494	-0.494	-0.494	-0.649	-0.217	-0.445	-0.417	-0.417	-0.418	-0.718
6.25_200	-0.122	-0.159	-0.159	-0.159	-0.181	-0.066	-0.134	-0.108	-0.108	-0.108	-0.252
6.26_080	4.156	4.091	4.090	4.090	3.819	0.344	-0.559	-0.264	-0.264	-0.289	-1.434
6.26_085	2.153	2.037	2.036	2.036	1.139	-2.118	-2.999	-2.835	-2.835	-2.881	-3.174
6.26_090	0.603	0.424	0.423	0.423	-0.573	-2.961	-3.818	-3.701	-3.701	-3.769	-3.927
6.26_095	-0.569	-0.820	-0.820	-0.820	-1.607	-2.954	-3.785	-3.656	-3.656	-3.733	-4.099
6.26_100	-1.376	-1.702	-1.702	-1.702	-2.174	-2.578	-3.381	-3.248	-3.248	-3.318	-3.958
6.26_105	-1.837	-2.236	-2.236	-2.236	-2.430	-2.102	-2.875	-2.796	-2.796	-2.848	-3.667
6.26_110	-2.006	-2.465	-2.465	-2.465	-2.487	-1.658	-2.400	-2.422	-2.422	-2.456	-3.324
6.26_125	-1.558	-2.078	-2.078	-2.078	-2.136	-0.818	-1.457	-1.557	-1.557	-1.567	-2.365
6.26_150	-0.728	-1.074	-1.074	-1.074	-1.293	-0.350	-0.796	-0.817	-0.817	-0.823	-1.343
6.26_200	-0.265	-0.351	-0.351	-0.351	-0.386	-0.102	-0.256	-0.209	-0.209	-0.212	-0.480
6.27_080	4.670	4.170	4.169	1.977	-0.492	-1.943	-3.383	-3.384	-3.384	-3.586	-1.185
6.27_085	2.358	1.762	1.762	-0.525	-2.089	-2.647	-4.060	-4.047	-4.047	-4.249	-2.176
6.27_090	0.685	-0.006	-0.007	-2.335	-2.980	-2.627	-4.007	-3.968	-3.968	-4.138	-2.588
6.27_095	-0.399	-1.179	-1.180	-3.497	-3.405	-2.326	-3.669	-3.655	-3.655	-3.773	-2.678
6.27_100	-0.981	-1.836	-1.836	-4.094	-3.536	-1.966	-3.267	-3.347	-3.347	-3.416	-2.599
6.27_105	-1.184	-2.088	-2.088	-4.244	-3.490	-1.640	-2.894	-3.058	-3.058	-3.093	-2.440
6.27_110	-1.147	-2.068	-2.068	-4.085	-3.342	-1.373	-2.576	-2.769	-2.769	-2.784	-2.248
6.27_125	-0.650	-1.470	-1.470	-2.934	-2.652	-0.850	-1.875	-2.011	-2.011	-2.013	-1.667
6.27_150	-0.264	-0.704	-0.705	-1.234	-1.529	-0.408	-1.103	-1.012	-1.012	-1.013	-0.940
6.27_200	-0.112	-0.235	-0.235	-0.235	-0.468	-0.195	-0.431	-0.350	-0.350	-0.350	-0.264
6.28_080	5.033	4.536	4.535	2.064	0.673	-2.275	-3.696	-3.717	-3.711	-3.841	-1.746
6.28_085	2.935	2.376	2.376	-0.074	-1.038	-3.119	-4.516	-4.571	-4.567	-4.709	-2.668
6.28_090	1.269	0.650	0.650	-1.743	-2.075	-3.105	-4.473	-4.494	-4.491	-4.621	-2.982
6.28_095	0.053	-0.623	-0.624	-2.934	-2.646	-2.739	-4.074	-4.067	-4.066	-4.164	-2.971
6.28_100	-0.725	-1.458	-1.459	-3.669	-2.908	-2.287	-3.585	-3.608	-3.607	-3.669	-2.803
6.28_105	-1.128	-1.914	-1.914	-4.015	-2.975	-1.869	-3.127	-3.208	-3.207	-3.242	-2.574
6.28_110	-1.255	-2.083	-2.083	-4.070	-2.928	-1.523	-2.737	-2.840	-2.840	-2.856	-2.333
6.28_125	-0.970	-1.818	-1.818	-3.464	-2.512	-0.859	-1.921	-2.062	-2.062	-2.064	-1.699
6.28_150	-0.546	-1.077	-1.077	-2.171	-1.687	-0.319	-1.093	-1.078	-1.078	-1.078	-1.001
6.28_200	-0.240	-0.403	-0.403	-0.538	-0.653	-0.064	-0.372	-0.280	-0.280	-0.281	-0.331
6.29_080	3.664	3.578	3.578	3.578	-1.880	2.432	1.631	1.488	1.488	1.435	-0.400
6.29_085	1.548	1.408	1.407	1.407	-2.946	0.822	0.036	-0.047	-0.047	-0.087	-1.282
6.29_090	0.191	-0.025	-0.025	-0.025	-3.324	-0.109	-0.879	-0.897	-0.897	-0.925	-1.645
6.29_095	-0.549	-0.857	-0.857	-0.857	-3.299	-0.614	-1.363	-1.400	-1.400	-1.418	-1.727
6.29_100	-0.841	-1.240	-1.240	-1.240	-3.068	-0.849	-1.575	-1.656	-1.656	-1.667	-1.669
6.29_105	-0.857	-1.326	-1.326	-1.326	-2.756	-0.913	-1.612	-1.713	-1.713	-1.718	-1.547
6.29_110	-0.744	-1.254	-1.254	-1.254	-2.430	-0.871	-1.540	-1.661	-1.661	-1.663	-1.402
6.29_125	-0.383	-0.837	-0.837	-0.837	-1.586	-0.502	-1.062	-1.176	-1.176	-1.174	-0.986
6.29_150	-0.170	-0.382	-0.382	-0.382	-0.746	-0.079	-0.436	-0.378	-0.378	-0.378	-0.515
6.29_200	-0.060	-0.113	-0.113	-0.113	-0.177	-0.000	-0.106	-0.070	-0.070	-0.070	-0.137
6.30_080	3.837	3.750	3.750	3.750	1.323	3.781	2.789	3.106	3.106	2.785	-0.928
6.30_085	1.759	1.623	1.623	1.623	-0.995	1.408	0.442	0.587	0.587	0.353	-2.527
6.30_090	0.187	-0.011	-0.012	-0.012	-2.340	0.022	-0.916	-0.812	-0.812	-0.994	-3.239
6.30_095	-0.919	-1.191	-1.191	-1.191	-3.025	-0.730	-1.637	-1.514	-1.514	-1.654	-3.436
6.30_100	-1.596	-1.949	-1.949	-1.949	-3.278	-1.097	-1.972	-1.868	-1.868	-1.970	-3.354
6.30_105	-1.908	-2.340	-2.340	-2.340	-3.266	-1.237	-2.078	-2.055	-2.055	-2.126	-3.135
6.30_110	-1.945	-2.443	-2.443	-2.443	-3.104	-1.247	-2.052	-2.093	-2.093	-2.142	-2.863
6.30_125	-1.371	-1.935	-1.935	-1.935	-2.343	-0.944	-1.629	-1.725	-1.725	-1.747	-2.065
6.30_150	-0.680	-1.009	-1.009	-1.009	-1.273	-0.358	-0.826	-0.808	-0.808	-0.820	-1.175
6.30_200	-0.254	-0.338	-0.338	-0.338	-0.317	-0.073	-0.229	-0.178	-0.178	-0.183	-0.410
6.31_080	3.390	2.942	2.941	2.549	-5.272	-0.139	-1.710	-1.878	-1.878	-2.156	-1.027
6.31_085	1.394	0.842	0.842	0.410	-6.058	-1.486	-3.027	-3.116	-3.116	-3.334	-1.987
6.31_090	0.061	-0.601	-0.602	-1.064	-6.206	-2.148	-3.653	-3.693	-3.693	-3.841	-2.419
6.31_095	-0.699	-1.471	-1.471	-1.953	-5.983	-2.393	-3.857	-3.932	-3.932	-4.021	-2.550
6.31_100	-1.015	-1.885	-1.885	-2.375	-5.570	-2.388	-3.806	-3.929	-3.929	-3.978	-2.516
6.31_105	-1.042	-1.984	-1.984	-2.471	-5.080	-2.236	-3.603	-3.738	-3.738	-3.764	-2.394
6.31_110	-0.923	-1.902	-1.902	-2.376	-4.578	-2.004	-3.314	-3.467	-3.467	-3.482	-2.228
6.31_125	-0.490	-1.348	-1.348	-1.733	-3.220	-1.200	-2.312	-2.457	-2.457	-2.466	-1.679
6.31_150	-0.206	-0.652	-0.652	-0.827	-1.692	-0.398	-1.144	-1.020	-1.020	-1.030	-0.941
6.31_200	-0.094	-0.218	-0.218	-0.219	-0.459	-0.154	-0.403	-0.312	-0.312	-0.319	-0.251
6.32_080	2.402	1.912	2.555	1.773	-3.443	0.270	-1.276	-1.414	-1.409	-1.654	-1.631
6.32_085	0.757	0.200	0.658	-0.131	-4.359	-1.068	-2.587	-2.739	-2.737	-2.934	-2.433
6.32_090	-0.399	-1.019	-0.696	-1.477	-4.727	-1.749	-3.235	-3.353	-3.352	-3.494	-2.726
6.32_095	-1.095	-1.777	-1.551	-2.314	-4.749	-2.033	-3.481	-3.591	-3.591	-3.683	-2.748
6.32_100	-1.407	-2.154	-1.997	-2.734	-4.575	-2.081	-3.488	-3.608	-3.608	-3.663	-2.635
6.32_105	-1.448	-2.257	-2.148	-2.856	-4.302	-1.991	-3.351	-3.443	-3.443	-3.475	-2.462
6.32_110	-1.339	-2.200	-2.126	-2.801	-3.994	-1.820	-3.130	-3.199	-3.199	-3.218	-2.269
6.32_125	-0.886	-1.763	-1.740	-2.308	-3.097	-1.147	-2.285	-2.424	-2.424	-2.431	-1.715
6.32_150	-0.520	-1.050	-1.047	-1.424	-1.940	-0.356	-1.174	-1.125	-1.125	-1.130	-1.031
6.32_200	-0.242	-0.403	-0.403	-0.439	-0.684	-0.062	-0.380	-0.278	-0.278	-0.280	-0.335
7.01_080	-0.972	-2.390	3.003	3.003	3.874	4.156	1.545	1.875	1.323	0.823	1.095
7.01_085	-2.286	-3.768	-0.175	-0.175	0.714	1.551	-0.929	-0.787	-1.096	-1.547	-1.534
7.01_090	-2.776	-4.296	-1.904	-1.904	-1.111	0.113	-2.231	-2.174	-2.338	-2.676	-2.916
7.01_095	-2.873	-4.410	-2.818	-2.818	-2.114	-0.604	-2.808	-2.813	-2.898	-3.116	-3.528
7.01_100	-2.787	-4.319	-3.260	-3.261	-2.622	-0.895	-2.956	-3.061	-3.106	-3.232	-3.691
7.01_105	-2.593	-4.090	-3.387	-3.387	-2.836	-0.953	-2.871	-3.044	-3.071	-3.141	-3.608
7.01_110	-2.322	-3.753	-3.286	-3.286	-2.875	-0.897	-2.673	-2.845	-2.863	-2.906	-3.399
7.01_125	-1.469	-2.565	-2.429	-2.429	-2.520	-0.593	-1.953	-2.016	-2.027	-2.047	-2.562
7.01_150	-0.747	-1.265	-1.248	-1.248	-1.602	-0.305	-1.090	-0.961	-0.968	-0.980	-1.443
7.01_200	-0.283	-0.411	-0.411	-0.411	-0.528	-0.131	-0.345	-0.284	-0.287	-0.292	-0.476
7.02_080	-4.155	-4.509	6.252	4.261	6.519	-5.171	-6.261	-5.790	-5.573	-5.896	1.155
7.02_085	-5.982	-6.308	3.763	1.758	2.843	-8.191	-9.257	-8.949	-8.748	-9.148	-2.666
7.02_090	-6.484	-6.789	1.890	-0.111	0.529	-9.072	-10.111	-9.965	-9.782	-10.155	-4.952
7.02_095	-6.306	-6.599	-0.540	-2.519	-0.880	-9.348	-10.353	-10.287	-10.122	-10.397	-6.055
7.02_100	-5.920	-6.215	-2.316	-4.255	-1.696	-9.222	-10.191	-10.146	-9.999	-10.163	-6.314
7.02_105	-5.556	-5.868	-2.951	-4.830	-2.132	-8.799	-9.729	-9.725	-9.595	-9.676	-6.022
7.02_110	-5.236	-5.579	-3.379	-5.180	-2.330	-8.163	-9.054	-9.113	-9.000	-9.033	-5.418
7.02_125	-3.912	-4.357	-3.461	-4.938	-2.273	-5.626	-6.395	-6.576	-6.508	-6.508	-3.245
7.02_150	-1.766	-2.163	-1.989	-2.759	-1.622	-1.880	-2.444	-2.496	-2.478	-2.478	-1.198
7.02_200	-0.597	-0.731	-0.727	-0.736	-0.579	-0.047	-0.273	-0.228	-0.228	-0.228	-0.216
7.03_080	1.005	0.801	3.603	1.838	6.518	-4.657	-5.500	-4.963	-4.917	-5.861	3.092
7.03_085	-0.794	-1.001	1.021	-0.865	3.787	-5.253	-6.068	-5.686	-5.640	-6.637	0.812
7.03_090	-1.654	-1.877	-0.422	-2.388	2.038	-4.918	-5.705	-5.400	-5.357	-6.215	-0.417
7.03_095	-2.004	-2.261	-1.216	-3.221	0.930	-4.391	-5.148	-4.895	-4.856	-5.468	-0.983
7.03_100	-2.094	-2.399	-1.651	-3.652	0.239	-3.770	-4.497	-4.320	-4.285	-4.651	-1.166
7.03_105	-2.043	-2.396	-1.863	-3.820	-0.183	-3.123	-3.819	-3.761	-3.731	-3.916	-1.145
7.03_110	-1.899	-2.290	-1.911	-3.790	-0.433	-2.498	-3.162	-3.181	-3.155	-3.236	-1.029
7.03_125	-1.237	-1.688	-1.556	-3.033	-0.658	-0.997	-1.560	-1.570	-1.556	-1.558	-0.567
7.03_150	-0.537	-0.823	-0.802	-1.431	-0.443	0.070	-0.313	-0.307	-0.302	-0.301	-0.066
7.03_200	-0.092	-0.162	-0.161	-0.162	0.009	0.198	0.074	0.112	0.114	0.115	0.215
7.04_080	1.933	1.572	3.514	1.796	7.551	-3.360	-4.362	-3.873	-3.851	-4.302	4.525
7.04_085	-0.108	-0.473	0.874	-0.976	4.432	-5.293	-6.251	-5.873	-5.852	-6.475	1.643
7.04_090	-1.084	-1.467	-0.533	-2.479	2.425	-4.824	-5.739	-5.394	-5.375	-6.042	-0.051
7.04_095	-1.512	-1.925	-1.277	-3.281	1.139	-3.968	-4.841	-4.501	-4.486	-5.069	-0.932
7.04_100	-1.701	-2.151	-1.701	-3.725	0.321	-3.170	-4.000	-3.698	-3.685	-4.113	-1.306
7.04_105	-1.788	-2.270	-1.958	-3.963	-0.194	-2.466	-3.254	-3.047	-3.038	-3.306	-1.385
7.04_110	-1.802	-2.301	-2.085	-4.037	-0.514	-1.870	-2.615	-2.552	-2.545	-2.692	-1.312
7.04_125	-1.409	-1.868	-1.797	-3.416	-0.854	-0.698	-1.315	-1.329	-1.326	-1.338	-0.842
7.04_150	-0.627	-0.934	-0.923	-1.726	-0.611	-0.036	-0.451	-0.416	-0.415	-0.412	-0.236
7.04_200	-0.133	-0.213	-0.213	-0.219	-0.088	0.096	-0.044	0.008	0.009	0.015	0.175
7.05_080	1.637	1.313	2.694	1.351	5.290	1.199	-0.165	0.755	0.251	-0.542	1.340
7.05_085	-0.788	-1.207	-0.310	-1.769	2.138	-0.648	-1.959	-1.245	-1.607	-2.360	-1.259
7.05_090	-1.948	-2.477	-1.895	-3.438	0.227	-1.508	-2.765	-2.229	-2.464	-3.054	-2.610
7.05_095	-2.411	-3.049	-2.672	-4.264	-0.882	-1.823	-3.022	-2.655	-2.792	-3.184	-3.199
7.05_100	-2.536	-3.263	-3.019	-4.626	-1.482	-1.827	-2.965	-2.792	-2.865	-3.094	-3.349
7.05_105	-2.482	-3.269	-3.112	-4.700	-1.769	-1.674	-2.750	-2.743	-2.780	-2.905	-3.265
7.05_110	-2.308	-3.123	-3.021	-4.559	-1.871	-1.459	-2.471	-2.531	-2.550	-2.620	-3.064
7.05_125	-1.514	-2.252	-2.225	-3.461	-1.715	-0.866	-1.681	-1.756	-1.762	-1.790	-2.299
7.05_150	-0.744	-1.107	-1.104	-1.647	-1.144	-0.404	-0.904	-0.842	-0.845	-0.860	-1.308
7.05_200	-0.262	-0.344	-0.344	-0.345	-0.359	-0.153	-0.291	-0.244	-0.246	-0.252	-0.444
7.06_080	1.216	1.168	2.518	1.018	5.297	-0.272	-1.029	0.279	-0.352	-1.115	1.257
7.06_085	-0.972	-1.069	-0.189	-1.815	2.378	-1.684	-2.416	-1.453	-1.899	-2.659	-1.301
7.06_090	-2.003	-2.153	-1.579	-3.295	0.584	-2.141	-2.846	-2.115	-2.397	-3.024	-2.645
7.06_095	-2.410	-2.620	-2.247	-4.016	-0.482	-2.214	-2.891	-2.313	-2.472	-2.910	-3.244
7.06_100	-2.525	-2.802	-2.559	-4.344	-1.082	-2.083	-2.729	-2.302	-2.380	-2.649	-3.412
7.06_105	-2.492	-2.835	-2.677	-4.441	-1.390	-1.861	-2.475	-2.213	-2.246	-2.398	-3.346
7.06_110	-2.352	-2.752	-2.649	-4.358	-1.518	-1.617	-2.197	-2.037	-2.049	-2.135	-3.164
7.06_125	-1.620	-2.071	-2.043	-3.424	-1.440	-1.011	-1.485	-1.451	-1.451	-1.484	-2.442
7.06_150	-0.847	-1.084	-1.081	-1.701	-0.982	-0.524	-0.822	-0.768	-0.768	-0.787	-1.482
7.06_200	-0.323	-0.372	-0.372	-0.373	-0.366	-0.215	-0.297	-0.254	-0.254	-0.262	-0.598
7.07_080	6.403	6.177	6.176	6.176	6.198	-0.503	-1.374	-1.276	-1.276	-1.324	-0.485
7.07_085	4.646	4.392	4.392	4.392	3.225	-0.975	-1.811	-1.807	-1.807	-1.836	-2.682
7.07_090	3.164	2.876	2.876	2.876	1.315	-1.093	-1.895	-1.987	-1.987	-2.006	-3.619
7.07_095	1.964	1.644	1.644	1.644	0.153	-1.016	-1.782	-1.943	-1.943	-1.956	-3.827
7.07_100	1.086	0.737	0.737	0.737	-0.494	-0.851	-1.582	-1.785	-1.785	-1.794	-3.655
7.07_105	0.535	0.157	0.157	0.157	-0.802	-0.667	-1.361	-1.518	-1.518	-1.523	-3.318
7.07_110	0.258	-0.156	-0.156	-0.156	-0.901	-0.497	-1.154	-1.242	-1.242	-1.245	-2.935
7.07_125	0.164	-0.274	-0.274	-0.274	-0.721	-0.165	-0.705	-0.798	-0.798	-0.798	-1.940
7.07_150	0.187	-0.027	-0.027	-0.027	-0.370	-0.017	-0.359	-0.318	-0.318	-0.318	-0.989
7.07_200	0.067	0.015	0.015	0.015	-0.113	-0.002	-0.102	-0.070	-0.070	-0.070	-0.299
7.08_080	4.051	3.806	3.806	3.806	5.158	-1.155	-2.239	-1.699	-2.207	-2.450	1.161
7.08_085	1.684	1.405	1.404	1.404	2.340	-1.451	-2.494	-2.139	-2.398	-2.617	-0.758
7.08_090	0.129	-0.202	-0.202	-0.202	0.622	-1.468	-2.467	-2.225	-2.349	-2.502	-1.739
7.08_095	-0.820	-1.216	-1.216	-1.216	-0.392	-1.341	-2.293	-2.164	-2.220	-2.312	-2.167
7.08_100	-1.315	-1.782	-1.782	-1.782	-0.965	-1.155	-2.058	-2.011	-2.037	-2.088	-2.279
7.08_105	-1.482	-2.015	-2.015	-2.015	-1.266	-0.960	-1.811	-1.780	-1.793	-1.822	-2.221
7.08_110	-1.440	-2.025	-2.025	-2.025	-1.399	-0.780	-1.578	-1.564	-1.573	-1.592	-2.077
7.08_125	-0.990	-1.529	-1.529	-1.531	-1.306	-0.410	-1.043	-1.118	-1.123	-1.135	-1.530
7.08_150	-0.503	-0.742	-0.742	-0.746	-0.781	-0.185	-0.557	-0.485	-0.487	-0.494	-0.842
7.08_200	-0.175	-0.228	-0.228	-0.228	-0.209	-0.072	-0.168	-0.133	-0.134	-0.137	-0.275
7.09_080	6.486	6.512	6.511	6.511	10.418	-0.108	-0.418	0.165	0.165	-0.385	1.438
7.09_085	3.277	3.265	3.264	3.264	6.644	-3.068	-3.374	-2.906	-2.906	-3.693	-0.533
7.09_090	1.481	1.436	1.435	1.435	4.162	-3.242	-3.543	-3.136	-3.136	-4.041	-1.624
7.09_095	0.511	0.434	0.434	0.434	2.528	-2.662	-2.957	-2.581	-2.581	-3.440	-2.123
7.09_100	-0.045	-0.152	-0.152	-0.152	1.450	-2.140	-2.428	-2.092	-2.092	-2.776	-2.263
7.09_105	-0.413	-0.545	-0.545	-0.545	0.737	-1.699	-1.979	-1.718	-1.718	-2.181	-2.202
7.09_110	-0.671	-0.821	-0.821	-0.821	0.264	-1.343	-1.613	-1.471	-1.471	-1.740	-2.042
7.09_125	-0.843	-1.008	-1.008	-1.008	-0.381	-0.685	-0.922	-0.890	-0.890	-0.913	-1.475
7.09_150	-0.430	-0.587	-0.587	-0.587	-0.474	-0.303	-0.472	-0.466	-0.466	-0.467	-0.847
7.09_200	-0.147	-0.181	-0.181	-0.181	-0.206	-0.116	-0.173	-0.145	-0.145	-0.146	-0.328
7.10_080	9.773	9.718	9.717	9.717	13.452	1.936	1.414	2.358	2.358	2.023	0.716
7.10_085	5.113	5.008	5.008	5.008	8.510	-3.137	-3.648	-2.871	-2.871	-3.457	-1.536
7.10_090	2.265	2.115	2.114	2.114	5.211	-4.683	-5.181	-4.570	-4.570	-5.350	-2.855
7.10_095	0.649	0.461	0.461	0.461	3.019	-4.257	-4.743	-4.244	-4.244	-5.086	-3.483
7.10_100	-0.226	-0.444	-0.445	-0.445	1.570	-3.561	-4.034	-3.601	-3.601	-4.364	-3.662
7.10_105	-0.715	-0.962	-0.962	-0.962	0.618	-2.951	-3.408	-3.034	-3.034	-3.626	-3.579
7.10_110	-1.020	-1.293	-1.293	-1.293	-0.001	-2.434	-2.875	-2.589	-2.589	-2.992	-3.356
7.10_125	-1.326	-1.628	-1.628	-1.628	-0.797	-1.387	-1.774	-1.766	-1.766	-1.846	-2.495
7.10_150	-0.772	-1.035	-1.035	-1.035	-0.846	-0.655	-0.935	-0.930	-0.930	-0.953	-1.450
7.10_200	-0.272	-0.335	-0.335	-0.335	-0.365	-0.247	-0.348	-0.307	-0.307	-0.317	-0.554
7.11_080	2.536	2.479	2.479	2.479	3.350	-4.357	-4.858	-4.562	-4.562	-4.981	2.010
7.11_085	0.910	0.822	0.822	0.822	1.236	-3.732	-4.223	-4.037	-4.037	-4.515	0.022
7.11_090	-0.141	-0.258	-0.258	-0.258	0.013	-2.858	-3.337	-3.173	-3.173	-3.610	-1.060
7.11_095	-0.791	-0.938	-0.938	-0.938	-0.660	-2.185	-2.650	-2.490	-2.490	-2.815	-1.571
7.11_100	-1.156	-1.333	-1.333	-1.333	-1.001	-1.672	-2.121	-2.005	-2.005	-2.207	-1.748
7.11_105	-1.314	-1.521	-1.521	-1.521	-1.148	-1.282	-1.714	-1.685	-1.685	-1.790	-1.745
7.11_110	-1.315	-1.549	-1.549	-1.549	-1.186	-0.988	-1.401	-1.417	-1.417	-1.464	-1.654
7.11_125	-0.868	-1.147	-1.147	-1.147	-1.030	-0.472	-0.820	-0.827	-0.827	-0.830	-1.245
7.11_150	-0.389	-0.553	-0.553	-0.553	-0.597	-0.175	-0.405	-0.383	-0.383	-0.384	-0.710
7.11_200	-0.129	-0.166	-0.166	-0.166	-0.176	-0.058	-0.127	-0.101	-0.101	-0.101	-0.247
7.12_080	3.709	3.635	3.634	3.634	4.850	-4.450	-5.324	-4.682	-4.682	-4.888	2.307
7.12_085	1.363	1.237	1.237	1.237	1.646	-5.524	-6.374	-5.902	-5.902	-6.227	-0.294
7.12_090	-0.121	-0.309	-0.309	-0.309	-0.281	-4.704	-5.531	-5.189	-5.189	-5.570	-1.810
7.12_095	-1.054	-1.310	-1.311	-1.311	-1.378	-3.792	-4.593	-4.314	-4.314	-4.670	-2.580
7.12_100	-1.609	-1.934	-1.934	-1.934	-1.948	-3.064	-3.838	-3.601	-3.601	-3.878	-2.879
7.12_105	-1.896	-2.284	-2.284	-2.284	-2.191	-2.484	-3.228	-3.072	-3.071	-3.256	-2.903
7.12_110	-1.990	-2.429	-2.429	-2.429	-2.242	-2.018	-2.731	-2.698	-2.698	-2.808	-2.781
7.12_125	-1.581	-2.066	-2.066	-2.066	-1.924	-1.092	-1.701	-1.758	-1.758	-1.783	-2.156
7.12_150	-0.749	-1.074	-1.074	-1.074	-1.160	-0.425	-0.844	-0.845	-0.845	-0.858	-1.259
7.12_200	-0.252	-0.329	-0.329	-0.329	-0.334	-0.135	-0.273	-0.226	-0.226	-0.232	-0.439
7.13_080	0.761	0.693	0.693	0.693	3.765	5.465	4.949	5.058	5.058	4.757	2.253
7.13_085	-0.542	-0.644	-0.644	-0.644	1.699	2.935	2.429	2.447	2.447	2.126	0.206
7.13_090	-1.270	-1.403	-1.403	-1.403	0.499	1.532	1.037	1.060	1.060	0.785	-0.927
7.13_095	-1.621	-1.785	-1.785	-1.785	-0.183	0.704	0.224	0.260	0.260	0.066	-1.478
7.13_100	-1.733	-1.930	-1.930	-1.930	-0.562	0.235	-0.230	-0.235	-0.235	-0.348	-1.688
7.13_105	-1.692	-1.921	-1.921	-1.921	-0.767	-0.019	-0.467	-0.535	-0.535	-0.591	-1.708
7.13_110	-1.546	-1.803	-1.803	-1.803	-0.872	-0.145	-0.574	-0.651	-0.651	-0.675	-1.633
7.13_125	-0.907	-1.208	-1.207	-1.207	-0.878	-0.205	-0.569	-0.617	-0.617	-0.619	-1.240
7.13_150	-0.394	-0.561	-0.561	-0.561	-0.548	-0.110	-0.354	-0.336	-0.336	-0.337	-0.709
7.13_200	-0.128	-0.167	-0.167	-0.167	-0.161	-0.037	-0.112	-0.085	-0.085	-0.085	-0.246
7.14_080	2.098	2.014	2.013	2.013	6.737	10.626	9.711	10.139	10.139	9.988	2.837
