# SQM interaction energies (kcal/mol)
"name"	AM1	RM1	PM3	PM6	PM6-D3H4'	PM6-D3H4	PM6-D3H4X	PM7	DFTB3	DFTB3-D3H4	DFTB3-D3H4X	GFN2-xTB
041.04_1.10_phosphine--methylbromide	0.561	2.606	2.145	1.265	0.910	0.910	0.910	-1.942	-1.353	-2.110	-2.110	-0.831
041.04_1.15_phosphine--methylbromide	0.478	1.948	1.611	0.540	0.181	0.181	0.181	-1.940	-1.109	-1.746	-1.746	-0.791
041.04_1.25_phosphine--methylbromide	0.368	1.106	0.928	0.104	-0.257	-0.257	-0.257	-1.345	-0.510	-1.022	-1.022	-0.606
041.05_1.00_trimethylphosphine--cyanogen_bromide	2.984	4.864	3.244	6.346	5.483	5.484	5.484	0.246	-0.618	-2.017	-2.017	-1.397
041.05_1.05_trimethylphosphine--cyanogen_bromide	0.425	3.538	2.309	3.637	2.873	2.873	2.873	-2.114	-2.275	-3.656	-3.656	-2.235
041.05_1.10_trimethylphosphine--cyanogen_bromide	-0.441	2.460	1.540	1.733	1.045	1.046	1.046	-3.291	-2.722	-4.047	-4.047	-2.463
041.05_1.15_trimethylphosphine--cyanogen_bromide	-0.582	1.673	0.968	0.509	-0.118	-0.117	-0.117	-3.653	-2.509	-3.664	-3.664	-2.389
041.05_1.25_trimethylphosphine--cyanogen_bromide	-0.513	0.716	0.282	-0.493	-1.049	-1.049	-1.049	-3.130	-1.468	-2.293	-2.293	-1.947
041.06_1.00_trimethylphosphine--methylbromide	1.452	4.536	3.645	4.350	3.536	3.538	3.538	-0.000	-1.347	-2.808	-2.808	-0.861
041.06_1.05_trimethylphosphine--methylbromide	0.672	3.343	2.719	2.403	1.675	1.676	1.676	-1.349	-1.829	-3.174	-3.174	-1.134
041.06_1.10_trimethylphosphine--methylbromide	0.475	2.464	2.018	1.197	0.536	0.537	0.537	-1.833	-1.700	-2.838	-2.838	-1.131
041.06_1.15_trimethylphosphine--methylbromide	0.393	1.823	1.503	0.547	-0.068	-0.067	-0.067	-1.804	-1.331	-2.279	-2.279	-1.019
041.06_1.25_trimethylphosphine--methylbromide	0.291	1.019	0.855	0.172	-0.360	-0.360	-0.360	-1.192	-0.599	-1.332	-1.332	-0.740
042.01_1.00_hydrogen_sulfide--cyanogen_bromide	-1.138	-0.509	0.007	3.932	3.614	3.614	3.614	-0.507	0.319	-0.254	-0.254	0.076
042.01_1.05_hydrogen_sulfide--cyanogen_bromide	-0.845	-0.371	-0.012	2.779	2.466	2.466	2.466	-1.208	-1.211	-1.877	-1.877	-0.753
042.01_1.10_hydrogen_sulfide--cyanogen_bromide	-0.604	-0.272	-0.126	1.746	1.439	1.439	1.439	-1.491	-1.781	-2.566	-2.566	-1.114
042.01_1.15_hydrogen_sulfide--cyanogen_bromide	-0.446	-0.223	-0.228	0.907	0.610	0.610	0.610	-1.530	-1.813	-2.570	-2.570	-1.242
042.01_1.25_hydrogen_sulfide--cyanogen_bromide	-0.297	-0.199	-0.341	-0.033	-0.335	-0.335	-0.335	-1.317	-1.285	-1.819	-1.819	-1.209
042.02_1.00_methanethiol--cyanogen_bromide	-0.988	-0.291	0.097	4.150	3.726	3.726	3.726	-0.411	0.370	-0.346	-0.346	-0.167
042.02_1.05_methanethiol--cyanogen_bromide	-0.758	-0.246	0.045	2.986	2.582	2.582	2.582	-1.171	-1.254	-2.024	-2.024	-1.034
042.02_1.10_methanethiol--cyanogen_bromide	-0.550	-0.199	-0.100	1.937	1.552	1.552	1.552	-1.495	-1.872	-2.751	-2.751	-1.397
042.02_1.15_methanethiol--cyanogen_bromide	-0.407	-0.177	-0.225	1.065	0.701	0.701	0.701	-1.560	-1.920	-2.777	-2.777	-1.506
042.02_1.25_methanethiol--cyanogen_bromide	-0.274	-0.179	-0.358	0.050	-0.299	-0.299	-0.299	-1.377	-1.372	-1.983	-1.983	-1.419
042.03_1.00_methylbromide--hydrogen_sulfide	-0.090	0.541	1.521	4.247	3.866	3.867	3.867	0.356	1.106	0.446	0.446	0.719
042.03_1.05_methylbromide--hydrogen_sulfide	0.205	0.627	1.311	3.058	2.687	2.687	2.687	-0.270	-0.166	-0.975	-0.975	0.106
042.03_1.10_methylbromide--hydrogen_sulfide	0.373	0.635	1.074	2.019	1.667	1.667	1.667	-0.546	-0.652	-1.508	-1.508	-0.187
042.03_1.15_methylbromide--hydrogen_sulfide	0.439	0.593	0.871	1.225	0.890	0.891	0.891	-0.624	-0.718	-1.465	-1.465	-0.324
042.03_1.25_methylbromide--hydrogen_sulfide	0.413	0.460	0.576	0.397	0.059	0.060	0.060	-0.559	-0.416	-0.938	-0.938	-0.384
042.04_1.00_methylbromide--methanethiol	0.066	0.819	1.682	4.384	3.906	3.907	3.907	0.378	0.925	0.130	0.130	0.119
042.04_1.05_methylbromide--methanethiol	0.302	0.809	1.404	3.180	2.727	2.727	2.727	-0.236	-0.289	-1.213	-1.213	-0.447
042.04_1.10_methylbromide--methanethiol	0.431	0.757	1.126	2.127	1.706	1.706	1.706	-0.505	-0.734	-1.682	-1.682	-0.692
042.04_1.15_methylbromide--methanethiol	0.472	0.676	0.898	1.322	0.929	0.929	0.929	-0.579	-0.771	-1.593	-1.593	-0.782
042.04_1.25_methylbromide--methanethiol	0.421	0.503	0.581	0.476	0.095	0.095	0.095	-0.516	-0.437	-1.014	-1.014	-0.757
042.05_1.00_thioacetone--cyanogen_bromide	-1.970	-0.721	-0.625	3.703	3.307	3.312	3.312	-0.182	0.590	-0.077	-0.077	-0.104
042.05_1.05_thioacetone--cyanogen_bromide	-1.569	-0.689	-0.305	2.942	2.560	2.563	2.563	-1.018	-1.270	-1.930	-1.930	-1.077
042.05_1.10_thioacetone--cyanogen_bromide	-1.170	-0.586	-0.294	2.141	1.767	1.769	1.769	-1.449	-2.066	-2.828	-2.828	-1.515
042.05_1.15_thioacetone--cyanogen_bromide	-0.861	-0.503	-0.366	1.337	0.974	0.975	0.975	-1.611	-2.231	-3.097	-3.097	-1.671
042.05_1.25_thioacetone--cyanogen_bromide	-0.519	-0.421	-0.479	0.145	-0.196	-0.196	-0.196	-1.521	-1.756	-2.461	-2.461	-1.635
042.06_1.00_thioacetone--methylbromide	-1.063	0.783	1.057	4.026	3.577	3.581	3.581	0.485	2.107	1.416	1.416	0.979
042.06_1.05_thioacetone--methylbromide	-0.543	0.787	1.178	3.298	2.853	2.856	2.856	-0.262	0.362	-0.376	-0.376	0.209
042.06_1.10_thioacetone--methylbromide	-0.136	0.799	1.058	2.475	2.043	2.045	2.045	-0.660	-0.448	-1.328	-1.328	-0.173
042.06_1.15_thioacetone--methylbromide	0.123	0.771	0.888	1.663	1.253	1.254	1.254	-0.824	-0.706	-1.643	-1.643	-0.355
042.06_1.25_thioacetone--methylbromide	0.318	0.638	0.601	0.529	0.151	0.152	0.152	-0.802	-0.523	-1.225	-1.225	-0.470
042.07_1.00_thiophene--cyanogen_bromide	-0.234	0.357	1.168	4.619	4.024	4.029	4.029	-0.203	1.308	0.356	0.356	-0.150
042.07_1.05_thiophene--cyanogen_bromide	-0.142	0.258	0.874	3.339	2.790	2.794	2.794	-0.992	-0.424	-1.412	-1.412	-0.993
042.07_1.10_thiophene--cyanogen_bromide	-0.045	0.202	0.569	2.214	1.707	1.711	1.711	-1.338	-1.141	-2.194	-2.194	-1.333
042.07_1.15_thiophene--cyanogen_bromide	0.013	0.150	0.333	1.307	0.839	0.842	0.842	-1.428	-1.282	-2.261	-2.261	-1.421
042.07_1.25_thiophene--cyanogen_bromide	0.035	0.062	0.054	0.275	-0.153	-0.151	-0.151	-1.295	-0.893	-1.586	-1.586	-1.304
042.08_1.00_thiophene--methylbromide	-0.363	0.427	1.871	4.521	3.852	3.857	3.857	0.141	1.498	0.468	0.468	-0.037
042.08_1.05_thiophene--methylbromide	-0.146	0.380	1.490	3.261	2.644	2.648	2.648	-0.567	-0.084	-1.190	-1.190	-0.692
042.08_1.10_thiophene--methylbromide	0.002	0.335	1.135	2.156	1.596	1.599	1.599	-0.876	-0.756	-1.889	-1.889	-0.951
042.08_1.15_thiophene--methylbromide	0.075	0.279	0.856	1.293	0.783	0.786	0.786	-0.957	-0.920	-1.922	-1.922	-1.020
042.08_1.25_thiophene--methylbromide	0.094	0.171	0.492	0.358	-0.103	-0.100	-0.100	-0.861	-0.659	-1.359	-1.359	-0.932
043.01_1.00_cyanogen_fluoride--cyanogen_bromide	6.995	2.958	0.687	1.775	1.407	1.407	2.061	0.980	2.764	1.974	2.589	1.784
043.01_1.05_cyanogen_fluoride--cyanogen_bromide	3.986	1.398	1.307	0.449	0.076	0.076	0.545	0.148	1.149	0.207	0.555	0.597
043.01_1.10_cyanogen_fluoride--cyanogen_bromide	2.233	0.609	1.535	-0.036	-0.410	-0.409	-0.075	-0.316	0.301	-0.627	-0.451	-0.013
043.01_1.15_cyanogen_fluoride--cyanogen_bromide	1.271	0.251	1.341	-0.135	-0.515	-0.515	-0.279	-0.554	-0.094	-0.904	-0.825	-0.322
043.01_1.25_cyanogen_fluoride--cyanogen_bromide	0.448	0.017	0.692	-0.196	-0.621	-0.621	-0.504	-0.692	-0.239	-0.862	-0.852	-0.516
043.02_1.00_methylbromide--cyanogen_fluoride	7.397	2.550	-0.883	1.650	1.241	1.242	1.972	0.196	3.409	2.616	3.344	1.869
043.02_1.05_methylbromide--cyanogen_fluoride	4.077	0.823	-0.094	0.080	-0.325	-0.325	0.203	-0.663	1.411	0.465	0.895	0.448
043.02_1.10_methylbromide--cyanogen_fluoride	2.105	-0.047	0.502	-0.540	-0.939	-0.939	-0.560	-1.111	0.315	-0.668	-0.439	-0.267
043.02_1.15_methylbromide--cyanogen_fluoride	1.032	-0.402	0.600	-0.643	-1.041	-1.040	-0.770	-1.306	-0.234	-1.117	-1.009	-0.605
043.02_1.25_methylbromide--cyanogen_fluoride	0.181	-0.517	0.214	-0.554	-0.985	-0.984	-0.849	-1.312	-0.514	-1.178	-1.161	-0.773
043.03_1.00_methylfluoride--cyanogen_bromide	6.503	3.160	0.473	2.276	1.871	1.871	1.871	1.354	0.827	-0.207	-0.207	1.101
043.03_1.05_methylfluoride--cyanogen_bromide	3.835	1.739	1.114	0.989	0.603	0.603	0.603	0.345	-0.385	-1.475	-1.475	0.063
043.03_1.10_methylfluoride--cyanogen_bromide	2.298	1.020	1.325	0.474	0.093	0.093	0.093	-0.220	-0.862	-1.825	-1.825	-0.484
043.03_1.15_methylfluoride--cyanogen_bromide	1.446	0.682	1.206	0.295	-0.107	-0.107	-0.107	-0.507	-0.935	-1.738	-1.738	-0.756
043.03_1.25_methylfluoride--cyanogen_bromide	0.686	0.438	0.768	0.144	-0.334	-0.334	-0.334	-0.659	-0.626	-1.281	-1.281	-0.863
043.04_1.00_methylfluoride--methylbromide	5.813	2.497	-0.367	1.967	1.533	1.533	1.533	1.082	1.335	0.250	0.250	0.233
043.04_1.05_methylfluoride--methylbromide	3.243	1.085	0.292	0.672	0.264	0.264	0.264	0.033	-0.049	-1.162	-1.162	-0.932
043.04_1.10_methylfluoride--methylbromide	1.778	0.382	0.516	0.145	-0.256	-0.256	-0.256	-0.565	-0.683	-1.656	-1.656	-1.556
043.04_1.15_methylfluoride--methylbromide	0.975	0.059	0.425	-0.051	-0.473	-0.473	-0.473	-0.877	-0.894	-1.704	-1.704	-1.862
043.04_1.25_methylfluoride--methylbromide	0.270	-0.151	0.070	-0.222	-0.714	-0.714	-0.714	-1.064	-0.789	-1.458	-1.458	-1.960
044.01_1.00_cyanogen_chloride--cyanogen_bromide	1.607	0.073	0.610	2.822	2.382	2.382	2.538	-0.676	3.877	3.019	3.090	0.575
044.01_1.05_cyanogen_chloride--cyanogen_bromide	0.728	-0.111	0.450	1.756	1.289	1.289	1.398	-1.736	1.558	0.644	0.668	-0.459
044.01_1.10_cyanogen_chloride--cyanogen_bromide	0.311	-0.161	0.196	0.947	0.465	0.466	0.541	-2.172	0.270	-0.735	-0.729	-0.892
044.01_1.15_cyanogen_chloride--cyanogen_bromide	0.098	-0.179	-0.024	0.327	-0.150	-0.150	-0.098	-2.244	-0.369	-1.344	-1.342	-1.029
044.01_1.25_cyanogen_chloride--cyanogen_bromide	-0.087	-0.198	-0.285	-0.278	-0.729	-0.728	-0.705	-1.927	-0.645	-1.380	-1.380	-0.969
044.02_1.00_methylbromide--cyanogen_chloride	1.458	0.104	0.437	2.311	1.785	1.785	1.933	-1.470	2.826	1.883	1.904	1.292
044.02_1.05_methylbromide--cyanogen_chloride	0.713	-0.019	0.376	1.400	0.861	0.862	0.964	-2.327	0.788	-0.235	-0.228	0.325
044.02_1.10_methylbromide--cyanogen_chloride	0.369	-0.034	0.219	0.698	0.164	0.164	0.234	-2.599	-0.287	-1.372	-1.370	-0.087
044.02_1.15_methylbromide--cyanogen_chloride	0.197	-0.031	0.082	0.171	-0.344	-0.344	-0.296	-2.538	-0.768	-1.782	-1.781	-0.226
044.02_1.25_methylbromide--cyanogen_chloride	0.051	-0.022	-0.068	-0.286	-0.761	-0.761	-0.739	-2.026	-0.846	-1.594	-1.594	-0.202
044.03_1.00_methylchloride--cyanogen_bromide	1.765	0.666	1.064	2.901	2.410	2.410	2.410	-0.951	2.277	1.389	1.428	-0.533
044.03_1.05_methylchloride--cyanogen_bromide	0.968	0.484	0.942	1.932	1.399	1.399	1.399	-1.864	0.302	-0.675	-0.662	-1.197
044.03_1.10_methylchloride--cyanogen_bromide	0.585	0.422	0.715	1.186	0.637	0.637	0.637	-2.192	-0.681	-1.763	-1.760	-1.397
044.03_1.15_methylchloride--cyanogen_bromide	0.382	0.387	0.513	0.621	0.085	0.086	0.086	-2.182	-1.059	-2.097	-2.096	-1.384
044.03_1.25_methylchloride--cyanogen_bromide	0.189	0.331	0.261	0.085	-0.404	-0.404	-0.404	-1.754	-0.964	-1.733	-1.733	-1.153
044.04_1.00_methylchloride--methylbromide	1.536	0.566	0.618	2.434	1.854	1.854	1.854	-1.478	2.026	1.042	1.042	-1.075
044.04_1.05_methylchloride--methylbromide	0.819	0.355	0.490	1.520	0.917	0.917	0.917	-2.302	0.190	-0.907	-0.907	-1.719
044.04_1.10_methylchloride--methylbromide	0.460	0.253	0.290	0.803	0.206	0.206	0.206	-2.575	-0.719	-1.873	-1.873	-1.923
044.04_1.15_methylchloride--methylbromide	0.255	0.182	0.119	0.273	-0.295	-0.294	-0.294	-2.535	-1.070	-2.130	-2.130	-1.922
044.04_1.25_methylchloride--methylbromide	0.043	0.077	-0.084	-0.194	-0.703	-0.703	-0.703	-2.093	-0.992	-1.761	-1.761	-1.702
045.01_1.00_cyanogen_bromide--cyanogen_bromide	0.729	-0.822	-0.433	0.413	-0.044	-0.043	0.128	-0.299	6.780	5.952	5.958	1.179
045.01_1.05_cyanogen_bromide--cyanogen_bromide	0.213	-0.724	-0.558	-0.216	-0.703	-0.703	-0.585	-1.292	3.740	2.807	2.808	-0.144
045.01_1.10_cyanogen_bromide--cyanogen_bromide	-0.004	-0.620	-0.700	-0.623	-1.113	-1.113	-1.032	-1.655	1.889	0.803	0.804	-0.721
045.01_1.15_cyanogen_bromide--cyanogen_bromide	-0.108	-0.546	-0.768	-0.838	-1.306	-1.306	-1.251	-1.697	0.818	-0.241	-0.241	-0.921
045.01_1.25_cyanogen_bromide--cyanogen_bromide	-0.186	-0.455	-0.755	-0.784	-1.213	-1.213	-1.189	-1.476	-0.040	-0.794	-0.794	-0.898
045.02_1.00_methylbromide--cyanogen_bromide	0.840	-0.109	0.243	0.291	-0.250	-0.249	-0.170	-0.814	5.484	4.582	4.585	0.110
045.02_1.05_methylbromide--cyanogen_bromide	0.414	-0.032	0.101	-0.193	-0.754	-0.754	-0.699	-1.558	2.805	1.748	1.748	-0.812
045.02_1.10_methylbromide--cyanogen_bromide	0.228	0.039	-0.032	-0.503	-1.047	-1.046	-1.009	-1.748	1.227	0.048	0.048	-1.143
045.02_1.15_methylbromide--cyanogen_bromide	0.134	0.080	-0.096	-0.636	-1.143	-1.143	-1.118	-1.671	0.364	-0.727	-0.727	-1.192
045.02_1.25_methylbromide--cyanogen_bromide	0.049	0.112	-0.101	-0.489	-0.945	-0.945	-0.933	-1.312	-0.235	-0.992	-0.992	-1.010
045.03_1.00_methylbromide--methylbromide	0.889	0.298	0.297	0.116	-0.507	-0.506	-0.506	-1.205	5.058	4.065	4.065	-2.207
045.03_1.05_methylbromide--methylbromide	0.476	0.276	0.093	-0.314	-0.941	-0.941	-0.941	-1.843	2.511	1.328	1.328	-2.869
045.03_1.10_methylbromide--methylbromide	0.270	0.257	-0.068	-0.589	-1.179	-1.179	-1.179	-1.981	1.020	-0.232	-0.232	-3.026
045.03_1.15_methylbromide--methylbromide	0.146	0.225	-0.155	-0.691	-1.231	-1.231	-1.231	-1.886	0.206	-0.903	-0.903	-2.952
045.03_1.25_methylbromide--methylbromide	0.008	0.149	-0.201	-0.523	-1.002	-1.002	-1.002	-1.536	-0.358	-1.119	-1.119	-2.580
046.02_1.00_dihydrogen--cyanogen_iodide	1.449	1.406	2.062	2.159	1.963	1.962	1.962	3.806	1.959	1.620	1.620	1.884
046.02_1.05_dihydrogen--cyanogen_iodide	1.014	0.705	1.123	1.308	1.096	1.095	1.095	2.237	0.972	0.604	0.604	0.848
046.02_1.10_dihydrogen--cyanogen_iodide	0.718	0.429	0.774	0.765	0.547	0.545	0.545	1.226	0.366	-0.079	-0.079	0.242
046.02_1.15_dihydrogen--cyanogen_iodide	0.518	0.357	0.764	0.425	0.212	0.210	0.210	0.591	0.015	-0.474	-0.474	-0.092
046.02_1.25_dihydrogen--cyanogen_iodide	0.285	0.330	0.799	0.093	-0.109	-0.111	-0.111	-0.024	-0.255	-0.632	-0.632	-0.328
046.03_1.00_ethyne_H--cyanogen_iodide	1.890	2.986	4.074	1.279	0.922	0.923	0.923	4.727	3.001	2.227	2.227	3.132
046.03_1.05_ethyne_H--cyanogen_iodide	1.288	1.700	2.412	0.459	0.110	0.111	0.111	2.875	1.876	1.168	1.168	1.655
046.03_1.10_ethyne_H--cyanogen_iodide	0.897	1.012	1.439	-0.002	-0.347	-0.346	-0.346	1.654	1.164	0.493	0.493	0.751
046.03_1.15_ethyne_H--cyanogen_iodide	0.640	0.713	1.058	-0.239	-0.587	-0.587	-0.587	0.856	0.719	0.034	0.034	0.216
046.03_1.25_ethyne_H--cyanogen_iodide	0.360	0.567	1.041	-0.375	-0.726	-0.726	-0.726	0.017	0.281	-0.370	-0.370	-0.244
046.04_1.00_hydrogen_fluoride--cyanogen_iodide	7.287	10.585	10.166	2.670	2.512	2.513	2.513	11.941	3.011	2.626	2.626	3.457
046.04_1.05_hydrogen_fluoride--cyanogen_iodide	4.943	7.948	8.870	0.945	0.781	0.782	0.782	8.755	1.955	1.559	1.559	2.138
046.04_1.10_hydrogen_fluoride--cyanogen_iodide	3.416	5.778	7.128	-0.102	-0.273	-0.272	-0.272	6.418	1.329	0.953	0.953	1.286
046.04_1.15_hydrogen_fluoride--cyanogen_iodide	2.414	4.128	5.310	-0.686	-0.866	-0.866	-0.866	4.689	0.976	0.622	0.622	0.760
046.04_1.25_hydrogen_fluoride--cyanogen_iodide	1.307	2.302	2.777	-1.056	-1.255	-1.255	-1.255	2.468	0.691	0.320	0.320	0.299
046.05_1.00_methane_H--cyanogen_iodide	1.785	2.144	3.493	1.230	0.752	0.752	0.752	3.552	3.027	2.175	2.175	2.740
046.05_1.05_methane_H--cyanogen_iodide	1.204	1.114	2.004	0.514	0.069	0.069	0.069	1.977	1.727	0.955	0.955	1.288
046.05_1.10_methane_H--cyanogen_iodide	0.820	0.623	1.249	0.109	-0.311	-0.311	-0.311	0.959	0.899	0.155	0.155	0.412
046.05_1.15_methane_H--cyanogen_iodide	0.567	0.440	1.015	-0.106	-0.507	-0.507	-0.507	0.315	0.387	-0.362	-0.362	-0.093
046.05_1.25_methane_H--cyanogen_iodide	0.289	0.361	0.974	-0.249	-0.616	-0.616	-0.616	-0.311	-0.082	-0.719	-0.719	-0.493
046.07_1.00_methyliodide--dihydrogen	1.421	1.754	2.469	2.455	2.235	2.238	2.238	4.591	2.147	1.769	1.769	2.213
046.07_1.05_methyliodide--dihydrogen	0.994	0.859	1.317	1.496	1.266	1.267	1.267	2.781	1.117	0.739	0.739	1.083
046.07_1.10_methyliodide--dihydrogen	0.707	0.465	0.779	0.881	0.645	0.645	0.645	1.596	0.484	0.051	0.051	0.408
046.07_1.15_methyliodide--dihydrogen	0.513	0.344	0.681	0.494	0.262	0.261	0.261	0.837	0.111	-0.389	-0.389	0.022
046.07_1.25_methyliodide--dihydrogen	0.289	0.322	0.774	0.111	-0.103	-0.104	-0.104	0.071	-0.196	-0.618	-0.618	-0.291
046.08_1.00_methyliodide--ethyne_H	1.714	4.057	5.197	1.735	1.299	1.307	1.307	6.817	3.679	2.788	2.788	4.551
046.08_1.05_methyliodide--ethyne_H	0.971	2.227	3.197	0.500	0.089	0.094	0.094	4.211	2.138	1.289	1.289	2.421
046.08_1.10_methyliodide--ethyne_H	0.515	1.016	1.640	-0.224	-0.615	-0.612	-0.612	2.449	1.164	0.392	0.392	1.064
046.08_1.15_methyliodide--ethyne_H	0.237	0.355	0.685	-0.616	-0.994	-0.992	-0.992	1.271	0.558	-0.157	-0.157	0.231
046.08_1.25_methyliodide--ethyne_H	-0.027	0.013	0.267	-0.856	-1.229	-1.228	-1.228	-0.001	-0.021	-0.743	-0.743	-0.526
046.09_1.00_methyliodide--hydrogen_fluoride	12.309	13.279	8.907	6.028	5.805	5.822	5.822	18.339	3.782	3.446	3.446	3.393
046.09_1.05_methyliodide--hydrogen_fluoride	7.812	10.018	8.144	2.717	2.497	2.511	2.511	13.311	1.655	1.283	1.283	1.188
046.09_1.10_methyliodide--hydrogen_fluoride	4.811	7.452	7.603	0.481	0.264	0.275	0.275	9.617	0.304	-0.114	-0.114	-0.314
046.09_1.15_methyliodide--hydrogen_fluoride	2.850	5.288	6.671	-0.949	-1.165	-1.156	-1.156	6.894	-0.495	-0.937	-0.937	-1.275
046.09_1.25_methyliodide--hydrogen_fluoride	0.765	2.059	3.815	-2.259	-2.473	-2.468	-2.468	3.344	-1.112	-1.517	-1.517	-2.122
046.10_1.00_methyliodide--methane_H	1.587	2.211	3.574	0.979	0.444	0.448	0.448	3.574	2.996	2.065	2.065	2.702
046.10_1.05_methyliodide--methane_H	1.049	1.112	2.010	0.276	-0.214	-0.211	-0.211	1.941	1.715	0.885	0.885	1.233
046.10_1.10_methyliodide--methane_H	0.700	0.576	1.182	-0.109	-0.565	-0.563	-0.563	0.881	0.905	0.122	0.122	0.349
046.10_1.15_methyliodide--methane_H	0.475	0.376	0.909	-0.301	-0.732	-0.731	-0.731	0.208	0.403	-0.378	-0.378	-0.161
046.10_1.25_methyliodide--methane_H	0.233	0.308	0.898	-0.400	-0.789	-0.789	-0.789	-0.447	-0.062	-0.736	-0.736	-0.571
047.01_1.00_cyanogen_iodide--benzene	4.554	2.918	10.882	0.713	-0.466	-0.454	-0.454	1.023	3.077	0.647	0.647	0.695
047.01_1.05_cyanogen_iodide--benzene	2.922	2.699	9.190	-0.359	-1.585	-1.576	-1.576	-1.265	0.454	-2.029	-2.029	-1.330
047.01_1.10_cyanogen_iodide--benzene	1.843	2.239	7.146	-0.879	-2.122	-2.115	-2.115	-2.366	-0.927	-3.350	-3.350	-2.284
047.01_1.15_cyanogen_iodide--benzene	1.129	1.690	5.225	-1.051	-2.283	-2.275	-2.275	-2.776	-1.523	-3.760	-3.760	-2.626
047.01_1.25_cyanogen_iodide--benzene	0.340	0.751	2.529	-0.906	-2.075	-2.068	-2.068	-2.712	-1.543	-3.307	-3.307	-2.500
047.02_1.00_ethene--cyanogen_iodide	2.367	1.901	6.387	0.328	-0.345	-0.344	-0.344	0.073	1.319	-0.122	-0.122	0.139
047.02_1.05_ethene--cyanogen_iodide	1.507	1.670	5.049	-0.214	-0.905	-0.904	-0.904	-0.983	-0.170	-1.615	-1.615	-0.912
047.02_1.10_ethene--cyanogen_iodide	0.948	1.304	3.669	-0.435	-1.120	-1.120	-1.120	-1.393	-0.862	-2.189	-2.189	-1.336
047.02_1.15_ethene--cyanogen_iodide	0.584	0.938	2.560	-0.471	-1.140	-1.140	-1.140	-1.469	-1.081	-2.225	-2.225	-1.435
047.02_1.25_ethene--cyanogen_iodide	0.193	0.398	1.188	-0.339	-0.956	-0.956	-0.956	-1.296	-0.893	-1.778	-1.778	-1.261
047.03_1.00_ethyne_C--cyanogen_iodide	2.308	1.553	5.588	0.650	0.193	0.193	0.193	0.564	1.481	0.332	0.332	0.420
047.03_1.05_ethyne_C--cyanogen_iodide	1.465	1.401	4.451	0.043	-0.426	-0.426	-0.426	-0.576	-0.019	-1.220	-1.220	-0.708
047.03_1.10_ethyne_C--cyanogen_iodide	0.920	1.098	3.215	-0.237	-0.713	-0.713	-0.713	-1.051	-0.734	-1.826	-1.826	-1.187
047.03_1.15_ethyne_C--cyanogen_iodide	0.565	0.779	2.207	-0.322	-0.812	-0.812	-0.812	-1.175	-0.987	-1.912	-1.912	-1.328
047.03_1.25_ethyne_C--cyanogen_iodide	0.184	0.301	0.965	-0.257	-0.768	-0.768	-0.768	-1.058	-0.871	-1.608	-1.608	-1.214
047.04_1.00_methane_C--cyanogen_iodide	3.098	1.725	4.853	2.029	1.616	1.616	1.616	2.476	3.314	2.069	2.069	1.548
047.04_1.05_methane_C--cyanogen_iodide	2.071	1.653	4.611	0.916	0.479	0.479	0.479	0.612	1.545	0.340	0.340	0.132
047.04_1.10_methane_C--cyanogen_iodide	1.398	1.467	3.891	0.277	-0.207	-0.207	-0.207	-0.355	0.530	-0.533	-0.533	-0.575
047.04_1.15_methane_C--cyanogen_iodide	0.947	1.211	3.013	-0.053	-0.599	-0.599	-0.599	-0.786	-0.010	-0.943	-0.943	-0.874
047.04_1.25_methane_C--cyanogen_iodide	0.430	0.704	1.609	-0.227	-0.813	-0.813	-0.813	-0.910	-0.339	-1.182	-1.182	-0.936
047.05_1.00_methyliodide--benzene	3.847	3.838	10.426	0.572	-0.719	-0.694	-0.694	-0.524	2.075	-0.466	-0.466	0.724
047.05_1.05_methyliodide--benzene	2.656	3.292	8.269	-0.087	-1.395	-1.379	-1.379	-1.812	0.379	-2.120	-2.120	-0.690
047.05_1.10_methyliodide--benzene	1.860	2.639	6.195	-0.342	-1.630	-1.619	-1.619	-2.303	-0.437	-2.746	-2.746	-1.330
047.05_1.15_methyliodide--benzene	1.322	2.024	4.526	-0.368	-1.621	-1.612	-1.612	-2.379	-0.732	-2.770	-2.770	-1.549
047.05_1.25_methyliodide--benzene	0.698	1.117	2.390	-0.184	-1.313	-1.306	-1.306	-2.103	-0.625	-2.244	-2.244	-1.450
047.06_1.00_methyliodide--ethene	1.920	2.139	5.567	0.208	-0.538	-0.535	-0.535	-0.595	0.777	-0.748	-0.748	0.202
047.06_1.05_methyliodide--ethene	1.289	1.724	4.095	-0.100	-0.830	-0.829	-0.829	-1.134	-0.133	-1.533	-1.533	-0.519
047.06_1.10_methyliodide--ethene	0.871	1.298	2.889	-0.185	-0.889	-0.888	-0.888	-1.272	-0.499	-1.697	-1.697	-0.804
047.06_1.15_methyliodide--ethene	0.593	0.938	2.016	-0.163	-0.840	-0.840	-0.840	-1.239	-0.566	-1.591	-1.591	-0.869
047.06_1.25_methyliodide--ethene	0.283	0.462	0.984	-0.047	-0.623	-0.623	-0.623	-1.065	-0.372	-1.188	-1.188	-0.754
047.07_1.00_methyliodide--ethyne_C	1.782	1.985	4.847	0.360	-0.161	-0.155	-0.155	-0.408	0.757	-0.492	-0.492	0.593
047.07_1.05_methyliodide--ethyne_C	1.234	1.594	3.534	0.076	-0.443	-0.441	-0.441	-0.853	-0.004	-1.108	-1.108	-0.073
