# Interaction energies and their componets in kcal/mol
# Prefix corr_ denotes the correlation enegy term only
# Suffixes _os and _ss denote the other-spin and same-spin components of the correlation energy
system	HF/aDZ	HF/aTZ	HF/haTZ	HF/aQZ	HF/a5Z	corr_MP2/aDZ	corr_MP2/aTZ	corr_MP2/haTZ	corr_MP2/aQZ	corr_MP2/a5Z	corr_MP2/CBS(aTQZ)	corr_MP2/CBS(aQ5Z)	corr_MP2_os/aDZ	corr_MP2_ss/aDZ	corr_MP2_os/aTZ	corr_MP2_ss/aTZ	corr_MP2_os/haTZ	corr_MP2_ss/haTZ	corr_MP2_os/aQZ	corr_MP2_ss/aQZ	corr_MP2_os/a5Z	corr_MP2_ss/a5Z	corr_MP2_os/CBS(aTQZ)	corr_MP2_ss/CBS(aTQZ)	corr_MP2_os/CBS(aQ5Z)	corr_MP2_ss/CBS(aQ5Z)	corr_CCSD(T)/aDZ	corr_CCSD/aDZ	corr_CCSD(T)/haTZ	corr_CCSD/haTZ
4.32.01_1.00	0.383	0.385	0.383	0.384	0.385	-0.599	-0.738	-0.627	-0.777	-0.797	-0.805	-0.819	-0.294	-0.306	-0.370	-0.368	-0.313	-0.314	-0.393	-0.384	-0.405	-0.392	-0.409	-0.396	-0.419	-0.401	-0.565	-0.502	-0.594	-0.520
4.32.01_1.05	0.206	0.207	~~~	0.206	~~~	-0.453	-0.557	~~~	-0.584	~~~	-0.603	~~~	-0.223	-0.230	-0.279	-0.278	~~~	~~~	-0.294	-0.289	~~~	~~~	-0.305	-0.298	~~~	~~~	-0.427	-0.379	~~~	~~~
4.32.01_1.10	0.110	0.111	~~~	0.109	~~~	-0.346	-0.423	~~~	-0.442	~~~	-0.456	~~~	-0.171	-0.175	-0.212	-0.211	~~~	~~~	-0.222	-0.220	~~~	~~~	-0.230	-0.226	~~~	~~~	-0.325	-0.288	~~~	~~~
4.32.01_1.25	0.015	0.016	~~~	0.015	~~~	-0.162	-0.193	~~~	-0.202	~~~	-0.208	~~~	-0.081	-0.081	-0.096	-0.096	~~~	~~~	-0.101	-0.101	~~~	~~~	-0.104	-0.104	~~~	~~~	-0.151	-0.134	~~~	~~~
4.32.01_1.50	-0.001	0.000	~~~	0.000	~~~	-0.054	-0.062	~~~	-0.064	~~~	-0.066	~~~	-0.027	-0.027	-0.031	-0.031	~~~	~~~	-0.032	-0.032	~~~	~~~	-0.033	-0.033	~~~	~~~	-0.049	-0.044	~~~	~~~
4.32.01_2.00	0.000	0.000	~~~	0.000	~~~	-0.009	-0.010	~~~	-0.011	~~~	-0.011	~~~	-0.005	-0.004	-0.005	-0.005	~~~	~~~	-0.005	-0.005	~~~	~~~	-0.005	-0.006	~~~	~~~	-0.008	-0.007	~~~	~~~
4.32.04_0.80	1.860	1.846	1.846	1.845	1.846	-0.673	-0.897	-0.890	-0.976	-1.010	-1.034	-1.046	-0.323	-0.350	-0.462	-0.435	-0.458	-0.432	-0.514	-0.462	-0.538	-0.472	-0.552	-0.482	-0.563	-0.483	-0.702	-0.616	-0.960	-0.832
4.32.04_0.85	0.978	0.965	~~~	0.962	~~~	-0.483	-0.631	~~~	-0.683	~~~	-0.721	~~~	-0.234	-0.248	-0.324	-0.307	~~~	~~~	-0.357	-0.326	~~~	~~~	-0.382	-0.339	~~~	~~~	-0.508	-0.446	~~~	~~~
4.32.04_0.90	0.512	0.503	~~~	0.499	~~~	-0.350	-0.449	~~~	-0.484	~~~	-0.510	~~~	-0.172	-0.178	-0.230	-0.220	~~~	~~~	-0.252	-0.233	~~~	~~~	-0.268	-0.242	~~~	~~~	-0.369	-0.325	~~~	~~~
4.32.04_0.95	0.266	0.261	~~~	0.258	~~~	-0.256	-0.324	~~~	-0.348	~~~	-0.366	~~~	-0.127	-0.130	-0.165	-0.159	~~~	~~~	-0.180	-0.168	~~~	~~~	-0.190	-0.175	~~~	~~~	-0.270	-0.238	~~~	~~~
4.32.04_1.00	0.137	0.135	0.134	0.132	0.132	-0.190	-0.237	-0.195	-0.254	-0.261	-0.266	-0.268	-0.094	-0.096	-0.120	-0.116	-0.098	-0.096	-0.130	-0.124	-0.134	-0.126	-0.137	-0.128	-0.139	-0.129	-0.199	-0.176	-0.203	-0.178
4.32.04_1.05	0.070	0.070	~~~	0.067	~~~	-0.142	-0.175	~~~	-0.187	~~~	-0.196	~~~	-0.071	-0.071	-0.089	-0.087	~~~	~~~	-0.095	-0.092	~~~	~~~	-0.100	-0.095	~~~	~~~	-0.148	-0.131	~~~	~~~
4.32.04_1.10	0.035	0.036	~~~	0.034	~~~	-0.108	-0.132	~~~	-0.140	~~~	-0.146	~~~	-0.054	-0.054	-0.066	-0.065	~~~	~~~	-0.071	-0.069	~~~	~~~	-0.074	-0.072	~~~	~~~	-0.112	-0.099	~~~	~~~
4.32.04_1.25	0.003	0.004	~~~	0.004	~~~	-0.050	-0.060	~~~	-0.063	~~~	-0.065	~~~	-0.025	-0.025	-0.030	-0.030	~~~	~~~	-0.032	-0.031	~~~	~~~	-0.033	-0.032	~~~	~~~	-0.051	-0.046	~~~	~~~
4.32.04_1.50	-0.001	-0.001	~~~	-0.001	~~~	-0.017	-0.020	~~~	-0.021	~~~	-0.021	~~~	-0.009	-0.008	-0.010	-0.010	~~~	~~~	-0.010	-0.010	~~~	~~~	-0.011	-0.011	~~~	~~~	-0.017	-0.015	~~~	~~~
4.32.04_2.00	0.000	0.000	~~~	0.000	~~~	-0.003	-0.004	~~~	-0.004	~~~	-0.004	~~~	-0.002	-0.002	-0.002	-0.002	~~~	~~~	-0.002	-0.002	~~~	~~~	-0.002	-0.002	~~~	~~~	-0.003	-0.003	~~~	~~~
4.32.07_0.80	1.933	1.947	1.942	1.947	1.944	-1.084	-1.388	-1.360	-1.496	-1.540	-1.575	-1.585	-0.501	-0.583	-0.682	-0.706	-0.666	-0.694	-0.751	-0.745	-0.781	-0.759	-0.802	-0.773	-0.812	-0.773	-1.095	-0.965	-1.423	-1.236
4.32.07_0.85	1.224	1.235	~~~	1.236	~~~	-0.890	-1.124	~~~	-1.204	~~~	-1.262	~~~	-0.417	-0.473	-0.554	-0.570	~~~	~~~	-0.604	-0.600	~~~	~~~	-0.641	-0.621	~~~	~~~	-0.902	-0.795	~~~	~~~
4.32.07_0.90	0.769	0.777	~~~	0.780	~~~	-0.728	-0.910	~~~	-0.969	~~~	-1.012	~~~	-0.346	-0.383	-0.450	-0.460	~~~	~~~	-0.487	-0.482	~~~	~~~	-0.513	-0.499	~~~	~~~	-0.740	-0.652	~~~	~~~
4.32.07_0.95	0.480	0.486	~~~	0.489	~~~	-0.595	-0.737	~~~	-0.781	~~~	-0.813	~~~	-0.285	-0.310	-0.366	-0.372	~~~	~~~	-0.392	-0.389	~~~	~~~	-0.412	-0.401	~~~	~~~	-0.605	-0.534	~~~	~~~
4.32.07_1.00	0.298	0.301	0.306	0.305	0.303	-0.486	-0.598	-0.507	-0.630	-0.645	-0.654	-0.660	-0.235	-0.251	-0.297	-0.301	-0.251	-0.256	-0.317	-0.314	-0.326	-0.319	-0.331	-0.324	-0.335	-0.325	-0.493	-0.435	-0.514	-0.449
4.32.07_1.05	0.183	0.185	~~~	0.189	~~~	-0.396	-0.486	~~~	-0.510	~~~	-0.528	~~~	-0.193	-0.203	-0.242	-0.244	~~~	~~~	-0.256	-0.254	~~~	~~~	-0.267	-0.262	~~~	~~~	-0.402	-0.355	~~~	~~~
4.32.07_1.10	0.112	0.113	~~~	0.116	~~~	-0.324	-0.395	~~~	-0.414	~~~	-0.428	~~~	-0.159	-0.165	-0.197	-0.198	~~~	~~~	-0.208	-0.206	~~~	~~~	-0.216	-0.212	~~~	~~~	-0.328	-0.290	~~~	~~~
4.32.07_1.25	0.024	0.024	~~~	0.025	~~~	-0.180	-0.217	~~~	-0.227	~~~	-0.234	~~~	-0.089	-0.091	-0.109	-0.109	~~~	~~~	-0.114	-0.113	~~~	~~~	-0.118	-0.116	~~~	~~~	-0.180	-0.160	~~~	~~~
4.32.07_1.50	0.001	0.001	~~~	0.001	~~~	-0.074	-0.087	~~~	-0.091	~~~	-0.094	~~~	-0.037	-0.037	-0.044	-0.044	~~~	~~~	-0.046	-0.046	~~~	~~~	-0.047	-0.047	~~~	~~~	-0.073	-0.064	~~~	~~~
4.32.07_2.00	0.000	0.000	~~~	0.000	~~~	-0.017	-0.020	~~~	-0.020	~~~	-0.021	~~~	-0.008	-0.008	-0.010	-0.010	~~~	~~~	-0.010	-0.010	~~~	~~~	-0.010	-0.010	~~~	~~~	-0.016	-0.014	~~~	~~~
4.33.01_0.80	10.158	10.217	10.219	10.179	10.160	-5.936	-7.290	-7.245	-7.767	-7.950	-8.115	-8.142	-2.964	-2.971	-3.775	-3.515	-3.748	-3.497	-4.092	-3.674	-4.224	-3.726	-4.324	-3.791	-4.362	-3.779	-4.664	-4.093	-5.929	-5.096
4.33.01_0.85	5.558	5.654	~~~	5.634	~~~	-4.481	-5.406	~~~	-5.735	~~~	-5.975	~~~	-2.235	-2.247	-2.780	-2.626	~~~	~~~	-2.995	-2.740	~~~	~~~	-3.151	-2.824	~~~	~~~	-3.554	-3.115	~~~	~~~
4.33.01_0.90	2.998	3.085	~~~	3.077	~~~	-3.381	-4.018	~~~	-4.242	~~~	-4.405	~~~	-1.685	-1.696	-2.055	-1.963	~~~	~~~	-2.198	-2.044	~~~	~~~	-2.302	-2.104	~~~	~~~	-2.701	-2.364	~~~	~~~
4.33.01_0.95	1.599	1.659	~~~	1.658	~~~	-2.552	-2.997	~~~	-3.147	~~~	-3.257	~~~	-1.272	-1.281	-1.525	-1.471	~~~	~~~	-1.619	-1.528	~~~	~~~	-1.688	-1.570	~~~	~~~	-2.049	-1.791	~~~	~~~
4.33.01_1.00	0.846	0.878	0.877	0.881	0.879	-1.930	-2.245	-2.221	-2.346	-2.388	-2.420	-2.431	-0.962	-0.968	-1.139	-1.107	-1.125	-1.096	-1.200	-1.146	-1.227	-1.161	-1.245	-1.175	-1.255	-1.177	-1.554	-1.356	-1.836	-1.557
4.33.01_1.05	0.445	0.456	~~~	0.460	~~~	-1.464	-1.692	~~~	-1.759	~~~	-1.808	~~~	-0.730	-0.735	-0.855	-0.836	~~~	~~~	-0.895	-0.864	~~~	~~~	-0.924	-0.884	~~~	~~~	-1.181	-1.030	~~~	~~~
4.33.01_1.10	0.233	0.232	~~~	0.235	~~~	-1.118	-1.282	~~~	-1.328	~~~	-1.362	~~~	-0.557	-0.561	-0.647	-0.636	~~~	~~~	-0.673	-0.655	~~~	~~~	-0.692	-0.669	~~~	~~~	-0.902	-0.785	~~~	~~~
4.33.01_1.25	0.031	0.025	~~~	0.024	~~~	-0.520	-0.582	~~~	-0.600	~~~	-0.612	~~~	-0.260	-0.260	-0.292	-0.290	~~~	~~~	-0.301	-0.298	~~~	~~~	-0.308	-0.304	~~~	~~~	-0.419	-0.364	~~~	~~~
4.33.01_1.50	-0.001	-0.001	~~~	-0.002	~~~	-0.170	-0.184	~~~	-0.188	~~~	-0.192	~~~	-0.085	-0.085	-0.092	-0.092	~~~	~~~	-0.094	-0.094	~~~	~~~	-0.096	-0.096	~~~	~~~	-0.135	-0.117	~~~	~~~
4.33.01_2.00	-0.001	0.000	~~~	0.000	~~~	-0.029	-0.031	~~~	-0.031	~~~	-0.032	~~~	-0.014	-0.014	-0.015	-0.015	~~~	~~~	-0.016	-0.016	~~~	~~~	-0.016	-0.016	~~~	~~~	-0.022	-0.019	~~~	~~~
4.33.02_0.80	4.299	4.258	4.260	4.228	4.220	-2.750	-3.485	-3.432	-3.722	-3.798	-3.895	-3.877	-1.320	-1.430	-1.759	-1.725	-1.728	-1.704	-1.917	-1.805	-1.972	-1.825	-2.031	-1.864	-2.031	-1.846	-2.330	-2.038	-3.032	-2.595
4.33.02_0.85	2.606	2.598	~~~	2.577	~~~	-2.200	-2.720	~~~	-2.891	~~~	-3.016	~~~	-1.068	-1.133	-1.374	-1.346	~~~	~~~	-1.485	-1.406	~~~	~~~	-1.567	-1.450	~~~	~~~	-1.895	-1.658	~~~	~~~
4.33.02_0.90	1.569	1.574	~~~	1.560	~~~	-1.760	-2.127	~~~	-2.251	~~~	-2.342	~~~	-0.861	-0.899	-1.074	-1.053	~~~	~~~	-1.153	-1.098	~~~	~~~	-1.211	-1.130	~~~	~~~	-1.535	-1.342	~~~	~~~
4.33.02_0.95	0.939	0.947	~~~	0.938	~~~	-1.407	-1.668	~~~	-1.758	~~~	-1.824	~~~	-0.693	-0.714	-0.842	-0.826	~~~	~~~	-0.898	-0.860	~~~	~~~	-0.939	-0.884	~~~	~~~	-1.240	-1.083	~~~	~~~
4.33.02_1.00	0.558	0.565	0.562	0.560	0.558	-1.125	-1.312	-1.286	-1.378	-1.401	-1.426	-1.424	-0.557	-0.568	-0.662	-0.650	-0.647	-0.639	-0.702	-0.676	-0.717	-0.684	-0.732	-0.695	-0.733	-0.692	-0.999	-0.872	-1.159	-0.984
4.33.02_1.05	0.329	0.334	~~~	0.331	~~~	-0.901	-1.038	~~~	-1.086	~~~	-1.121	~~~	-0.448	-0.454	-0.523	-0.514	~~~	~~~	-0.552	-0.534	~~~	~~~	-0.573	-0.548	~~~	~~~	-0.803	-0.702	~~~	~~~
4.33.02_1.10	0.192	0.196	~~~	0.194	~~~	-0.723	-0.824	~~~	-0.860	~~~	-0.885	~~~	-0.360	-0.363	-0.415	-0.409	~~~	~~~	-0.436	-0.424	~~~	~~~	-0.451	-0.435	~~~	~~~	-0.646	-0.564	~~~	~~~
4.33.02_1.25	0.034	0.036	~~~	0.036	~~~	-0.382	-0.428	~~~	-0.442	~~~	-0.452	~~~	-0.191	-0.191	-0.215	-0.213	~~~	~~~	-0.222	-0.219	~~~	~~~	-0.228	-0.224	~~~	~~~	-0.340	-0.297	~~~	~~~
4.33.02_1.50	0.000	0.000	~~~	0.000	~~~	-0.147	-0.162	~~~	-0.165	~~~	-0.168	~~~	-0.073	-0.074	-0.081	-0.081	~~~	~~~	-0.083	-0.082	~~~	~~~	-0.084	-0.084	~~~	~~~	-0.129	-0.113	~~~	~~~
4.33.02_2.00	-0.001	-0.001	~~~	-0.001	~~~	-0.032	-0.034	~~~	-0.035	~~~	-0.035	~~~	-0.016	-0.016	-0.017	-0.017	~~~	~~~	-0.017	-0.017	~~~	~~~	-0.018	-0.018	~~~	~~~	-0.027	-0.024	~~~	~~~
4.33.05_0.80	6.838	6.852	6.852	6.817	6.806	-3.780	-4.874	-4.874	-5.273	-5.424	-5.565	-5.583	-1.859	-1.921	-2.501	-2.373	-2.501	-2.373	-2.760	-2.514	-2.866	-2.558	-2.948	-2.616	-2.977	-2.606	-2.894	-2.502	-3.962	-3.363
4.33.05_0.85	3.796	3.839	~~~	3.820	~~~	-2.896	-3.649	~~~	-3.930	~~~	-4.135	~~~	-1.431	-1.465	-1.866	-1.783	~~~	~~~	-2.044	-1.886	~~~	~~~	-2.174	-1.961	~~~	~~~	-2.245	-1.943	~~~	~~~
4.33.05_0.90	2.084	2.126	~~~	2.118	~~~	-2.210	-2.733	~~~	-2.928	~~~	-3.069	~~~	-1.096	-1.115	-1.393	-1.340	~~~	~~~	-1.513	-1.414	~~~	~~~	-1.601	-1.468	~~~	~~~	-1.731	-1.499	~~~	~~~
4.33.05_0.95	1.135	1.165	~~~	1.163	~~~	-1.685	-2.053	~~~	-2.185	~~~	-2.282	~~~	-0.837	-0.848	-1.043	-1.010	~~~	~~~	-1.123	-1.062	~~~	~~~	-1.182	-1.100	~~~	~~~	-1.330	-1.153	~~~	~~~
4.33.05_1.00	0.614	0.632	0.632	0.633	0.631	-1.285	-1.548	-1.548	-1.638	-1.681	-1.704	-1.725	-0.640	-0.646	-0.784	-0.764	-0.784	-0.764	-0.838	-0.801	-0.864	-0.817	-0.876	-0.827	-0.891	-0.834	-1.020	-0.885	-1.274	-1.071
4.33.05_1.05	0.332	0.339	~~~	0.342	~~~	-0.983	-1.175	~~~	-1.236	~~~	-1.280	~~~	-0.490	-0.494	-0.594	-0.581	~~~	~~~	-0.629	-0.607	~~~	~~~	-0.655	-0.626	~~~	~~~	-0.784	-0.680	~~~	~~~
4.33.05_1.10	0.179	0.180	~~~	0.183	~~~	-0.756	-0.897	~~~	-0.939	~~~	-0.970	~~~	-0.377	-0.379	-0.452	-0.445	~~~	~~~	-0.476	-0.463	~~~	~~~	-0.493	-0.476	~~~	~~~	-0.603	-0.524	~~~	~~~
4.33.05_1.25	0.028	0.026	~~~	0.027	~~~	-0.360	-0.417	~~~	-0.434	~~~	-0.445	~~~	-0.180	-0.180	-0.210	-0.208	~~~	~~~	-0.218	-0.216	~~~	~~~	-0.224	-0.221	~~~	~~~	-0.286	-0.249	~~~	~~~
4.33.05_1.50	0.001	0.001	~~~	0.001	~~~	-0.122	-0.137	~~~	-0.142	~~~	-0.145	~~~	-0.061	-0.061	-0.069	-0.069	~~~	~~~	-0.071	-0.071	~~~	~~~	-0.073	-0.072	~~~	~~~	-0.096	-0.084	~~~	~~~
4.33.05_2.00	0.000	0.000	~~~	0.000	~~~	-0.022	-0.024	~~~	-0.025	~~~	-0.025	~~~	-0.011	-0.011	-0.012	-0.012	~~~	~~~	-0.012	-0.012	~~~	~~~	-0.012	-0.012	~~~	~~~	-0.017	-0.015	~~~	~~~
4.34.01_0.80	12.394	12.492	12.493	12.455	12.453	-7.558	-9.388	-9.337	-9.976	-10.198	-10.404	-10.431	-3.785	-3.773	-4.870	-4.518	-4.840	-4.498	-5.267	-4.708	-5.432	-4.766	-5.557	-4.848	-5.605	-4.826	-5.705	-4.980	-7.385	-6.330
4.34.01_0.85	6.794	6.931	~~~	6.910	~~~	-5.703	-6.980	~~~	-7.384	~~~	-7.678	~~~	-2.851	-2.852	-3.598	-3.383	~~~	~~~	-3.865	-3.519	~~~	~~~	-4.060	-3.618	~~~	~~~	-4.343	-3.782	~~~	~~~
4.34.01_0.90	3.664	3.788	~~~	3.779	~~~	-4.306	-5.198	~~~	-5.472	~~~	-5.673	~~~	-2.151	-2.155	-2.664	-2.534	~~~	~~~	-2.843	-2.630	~~~	~~~	-2.973	-2.700	~~~	~~~	-3.304	-2.871	~~~	~~~
4.34.01_0.95	1.946	2.037	~~~	2.037	~~~	-3.256	-3.880	~~~	-4.067	~~~	-4.203	~~~	-1.626	-1.631	-1.980	-1.901	~~~	~~~	-2.098	-1.969	~~~	~~~	-2.185	-2.019	~~~	~~~	-2.513	-2.179	~~~	~~~
4.34.01_1.00	1.020	1.076	1.076	1.081	1.079	-2.469	-2.908	-2.878	-3.035	-3.080	-3.128	-3.128	-1.233	-1.237	-1.478	-1.430	-1.461	-1.417	-1.557	-1.479	-1.587	-1.493	-1.614	-1.514	-1.619	-1.508	-1.913	-1.656	-2.301	-1.941
4.34.01_1.05	0.528	0.557	~~~	0.563	~~~	-1.880	-2.190	~~~	-2.278	~~~	-2.341	~~~	-0.938	-0.942	-1.109	-1.081	~~~	~~~	-1.162	-1.116	~~~	~~~	-1.200	-1.141	~~~	~~~	-1.460	-1.262	~~~	~~~
4.34.01_1.10	0.271	0.281	~~~	0.286	~~~	-1.439	-1.659	~~~	-1.720	~~~	-1.765	~~~	-0.718	-0.721	-0.838	-0.821	~~~	~~~	-0.874	-0.846	~~~	~~~	-0.900	-0.865	~~~	~~~	-1.119	-0.966	~~~	~~~
4.34.01_1.25	0.032	0.028	~~~	0.028	~~~	-0.672	-0.752	~~~	-0.776	~~~	-0.793	~~~	-0.336	-0.337	-0.377	-0.374	~~~	~~~	-0.390	-0.385	~~~	~~~	-0.400	-0.393	~~~	~~~	-0.522	-0.450	~~~	~~~
4.34.01_1.50	-0.001	-0.002	~~~	-0.004	~~~	-0.219	-0.237	~~~	-0.242	~~~	-0.247	~~~	-0.109	-0.110	-0.118	-0.118	~~~	~~~	-0.121	-0.121	~~~	~~~	-0.123	-0.123	~~~	~~~	-0.168	-0.145	~~~	~~~
4.34.01_2.00	-0.001	-0.001	~~~	-0.001	~~~	-0.037	-0.039	~~~	-0.040	~~~	-0.040	~~~	-0.018	-0.018	-0.020	-0.020	~~~	~~~	-0.020	-0.020	~~~	~~~	-0.020	-0.020	~~~	~~~	-0.028	-0.024	~~~	~~~
4.34.02_0.80	6.813	6.818	6.822	6.795	6.791	-4.699	-5.991	-5.912	-6.397	-6.536	-6.694	-6.682	-2.260	-2.438	-3.022	-2.969	-2.974	-2.938	-3.292	-3.105	-3.395	-3.141	-3.490	-3.204	-3.503	-3.179	-3.740	-3.273	-4.958	-4.246
4.34.02_0.85	4.206	4.234	~~~	4.220	~~~	-3.792	-4.733	~~~	-5.030	~~~	-5.246	~~~	-1.839	-1.953	-2.387	-2.346	~~~	~~~	-2.581	-2.449	~~~	~~~	-2.723	-2.523	~~~	~~~	-3.063	-2.676	~~~	~~~
4.34.02_0.90	2.577	2.607	~~~	2.599	~~~	-3.057	-3.741	~~~	-3.958	~~~	-4.117	~~~	-1.493	-1.564	-1.886	-1.855	~~~	~~~	-2.026	-1.932	~~~	~~~	-2.128	-1.989	~~~	~~~	-2.500	-2.181	~~~	~~~
4.34.02_0.95	1.567	1.592	~~~	1.588	~~~	-2.462	-2.961	~~~	-3.120	~~~	-3.236	~~~	-1.210	-1.253	-1.492	-1.468	~~~	~~~	-1.593	-1.527	~~~	~~~	-1.666	-1.570	~~~	~~~	-2.034	-1.773	~~~	~~~
4.34.02_1.00	0.947	0.963	0.964	0.962	0.962	-1.983	-2.348	-2.308	-2.465	-2.503	-2.551	-2.543	-0.979	-1.004	-1.183	-1.165	-1.160	-1.148	-1.255	-1.210	-1.281	-1.222	-1.308	-1.242	-1.309	-1.235	-1.651	-1.437	-1.974	-1.671
4.34.02_1.05	0.569	0.577	~~~	0.577	~~~	-1.598	-1.866	~~~	-1.954	~~~	-2.017	~~~	-0.792	-0.806	-0.940	-0.927	~~~	~~~	-0.992	-0.961	~~~	~~~	-1.031	-0.986	~~~	~~~	-1.338	-1.164	~~~	~~~
4.34.02_1.10	0.339	0.342	~~~	0.342	~~~	-1.290	-1.489	~~~	-1.554	~~~	-1.602	~~~	-0.641	-0.649	-0.749	-0.740	~~~	~~~	-0.788	-0.766	~~~	~~~	-0.816	-0.786	~~~	~~~	-1.084	-0.942	~~~	~~~
4.34.02_1.25	0.067	0.065	~~~	0.065	~~~	-0.690	-0.776	~~~	-0.804	~~~	-0.824	~~~	-0.344	-0.346	-0.390	-0.387	~~~	~~~	-0.405	-0.399	~~~	~~~	-0.416	-0.408	~~~	~~~	-0.581	-0.504	~~~	~~~
4.34.02_1.50	0.001	0.000	~~~	0.000	~~~	-0.265	-0.291	~~~	-0.299	~~~	-0.304	~~~	-0.133	-0.133	-0.146	-0.146	~~~	~~~	-0.150	-0.149	~~~	~~~	-0.152	-0.152	~~~	~~~	-0.221	-0.192	~~~	~~~
4.34.02_2.00	-0.001	-0.001	~~~	-0.001	~~~	-0.056	-0.059	~~~	-0.060	~~~	-0.061	~~~	-0.028	-0.028	-0.030	-0.030	~~~	~~~	-0.030	-0.030	~~~	~~~	-0.030	-0.030	~~~	~~~	-0.045	-0.039	~~~	~~~
4.34.07_0.80	7.690	7.686	7.690	7.670	7.669	-5.467	-6.643	-6.536	-7.007	-7.135	-7.272	-7.270	-2.733	-2.734	-3.424	-3.219	-3.360	-3.176	-3.672	-3.335	-3.768	-3.367	-3.852	-3.420	-3.870	-3.400	-4.434	-3.862	-5.460	-4.673
4.34.07_0.85	4.667	4.680	~~~	4.671	~~~	-4.334	-5.194	~~~	-5.454	~~~	-5.644	~~~	-2.172	-2.163	-2.668	-2.525	~~~	~~~	-2.843	-2.611	~~~	~~~	-2.971	-2.673	~~~	~~~	-3.542	-3.083	~~~	~~~
4.34.07_0.90	2.798	2.813	~~~	2.809	~~~	-3.426	-4.056	~~~	-4.241	~~~	-4.376	~~~	-1.719	-1.708	-2.076	-1.979	~~~	~~~	-2.199	-2.042	~~~	~~~	-2.288	-2.088	~~~	~~~	-2.819	-2.452	~~~	~~~
4.34.07_0.95	1.658	1.669	~~~	1.667	~~~	-2.706	-3.167	~~~	-3.299	~~~	-3.395	~~~	-1.358	-1.348	-1.616	-1.552	~~~	~~~	-1.701	-1.598	~~~	~~~	-1.763	-1.632	~~~	~~~	-2.238	-1.945	~~~	~~~
4.34.07_1.00	0.970	0.976	0.976	0.975	0.975	-2.137	-2.477	-2.425	-2.571	-2.604	-2.640	-2.638	-1.072	-1.065	-1.259	-1.218	-1.229	-1.195	-1.318	-1.252	-1.341	-1.262	-1.362	-1.278	-1.365	-1.272	-1.776	-1.542	-2.043	-1.732
4.34.07_1.05	0.560	0.562	~~~	0.561	~~~	-1.691	-1.941	~~~	-2.010	~~~	-2.059	~~~	-0.848	-0.844	-0.984	-0.958	~~~	~~~	-1.025	-0.984	~~~	~~~	-1.056	-1.003	~~~	~~~	-1.409	-1.223	~~~	~~~
4.34.07_1.10	0.317	0.317	~~~	0.317	~~~	-1.342	-1.527	~~~	-1.577	~~~	-1.614	~~~	-0.672	-0.670	-0.771	-0.756	~~~	~~~	-0.801	-0.776	~~~	~~~	-0.823	-0.791	~~~	~~~	-1.120	-0.971	~~~	~~~
4.34.07_1.25	0.045	0.046	~~~	0.046	~~~	-0.687	-0.765	~~~	-0.786	~~~	-0.802	~~~	-0.343	-0.344	-0.383	-0.382	~~~	~~~	-0.395	-0.391	~~~	~~~	-0.404	-0.398	~~~	~~~	-0.573	-0.496	~~~	~~~
4.34.07_1.50	-0.006	-0.005	~~~	-0.005	~~~	-0.251	-0.273	~~~	-0.279	~~~	-0.284	~~~	-0.124	-0.126	-0.136	-0.137	~~~	~~~	-0.139	-0.140	~~~	~~~	-0.141	-0.142	~~~	~~~	-0.206	-0.179	~~~	~~~
4.34.07_2.00	-0.002	-0.002	~~~	-0.002	~~~	-0.049	-0.053	~~~	-0.053	~~~	-0.054	~~~	-0.024	-0.025	-0.026	-0.026	~~~	~~~	-0.026	-0.027	~~~	~~~	-0.027	-0.027	~~~	~~~	-0.039	-0.034	~~~	~~~
4.35.01_0.80	16.153	16.302	16.305	16.237	16.230	-9.668	-12.328	-12.259	-13.162	-13.476	-13.770	-13.806	-4.818	-4.850	-6.386	-5.942	-6.345	-5.915	-6.946	-6.216	-7.179	-6.297	-7.354	-6.417	-7.423	-6.382	-7.013	-6.074	-9.324	-7.919
4.35.01_0.85	8.883	9.092	~~~	9.057	~~~	-7.312	-9.215	~~~	-9.784	~~~	-10.200	~~~	-3.642	-3.670	-4.746	-4.469	~~~	~~~	-5.122	-4.662	~~~	~~~	-5.397	-4.802	~~~	~~~	-5.351	-4.624	~~~	~~~
4.35.01_0.90	4.804	4.989	~~~	4.975	~~~	-5.533	-6.893	~~~	-7.277	~~~	-7.557	~~~	-2.756	-2.777	-3.532	-3.360	~~~	~~~	-3.782	-3.494	~~~	~~~	-3.965	-3.592	~~~	~~~	-4.083	-3.520	~~~	~~~
4.35.01_0.95	2.559	2.691	~~~	2.690	~~~	-4.196	-5.164	~~~	-5.422	~~~	-5.610	~~~	-2.091	-2.105	-2.636	-2.528	~~~	~~~	-2.800	-2.622	~~~	~~~	-2.920	-2.690	~~~	~~~	-3.117	-2.682	~~~	~~~
4.35.01_1.00	1.346	1.425	1.424	1.430	1.428	-3.192	-3.879	-3.842	-4.053	-4.118	-4.180	-4.185	-1.592	-1.600	-1.973	-1.906	-1.951	-1.890	-2.081	-1.972	-2.126	-1.992	-2.160	-2.020	-2.172	-2.013	-2.385	-2.048	-2.963	-2.474
4.35.01_1.05	0.700	0.738	~~~	0.745	~~~	-2.439	-2.925	~~~	-3.044	~~~	-3.131	~~~	-1.217	-1.222	-1.483	-1.442	~~~	~~~	-1.555	-1.489	~~~	~~~	-1.608	-1.523	~~~	~~~	-1.830	-1.569	~~~	~~~
