# Interaction energies and their componets in kcal/mol
# Prefix corr_ denotes the correlation enegy term only
# Suffixes _os and _ss denote the other-spin and same-spin components of the correlation energy
system	HF/aDZ	HF/aTZ	HF/haTZ	HF/aQZ	HF/a5Z	corr_MP2/aDZ	corr_MP2/aTZ	corr_MP2/haTZ	corr_MP2/aQZ	corr_MP2/a5Z	corr_MP2/CBS(aTQZ)	corr_MP2/CBS(aQ5Z)	corr_MP2_os/aDZ	corr_MP2_ss/aDZ	corr_MP2_os/aTZ	corr_MP2_ss/aTZ	corr_MP2_os/haTZ	corr_MP2_ss/haTZ	corr_MP2_os/aQZ	corr_MP2_ss/aQZ	corr_MP2_os/a5Z	corr_MP2_ss/a5Z	corr_MP2_os/CBS(aTQZ)	corr_MP2_ss/CBS(aTQZ)	corr_MP2_os/CBS(aQ5Z)	corr_MP2_ss/CBS(aQ5Z)	corr_CCSD(T)/aDZ	corr_CCSD/aDZ	corr_CCSD(T)/haTZ	corr_CCSD/haTZ
7.1.11_080	20.622	20.499	20.513	20.382	20.371	-16.238	-20.283	-20.139	-21.533	-22.021	-22.445	-22.533	-6.678	-9.56	-9.387	-10.896	-9.296	-10.842	-10.341	-11.192	-10.739	-11.282	-11.038	-11.407	-11.156	-11.377	-13.032	-10.825	-17.412	-14.69
7.1.11_085	10.308	10.332	~~~	10.25	~~~	-14.149	-17.234	~~~	-18.176	~~~	-18.863	~~~	-6.015	-8.134	-8.061	-9.173	~~~	~~~	-8.774	-9.401	~~~	~~~	-9.295	-9.568	~~~	~~~	-11.609	-9.639	~~~	~~~
7.1.11_090	3.892	3.969	~~~	3.915	~~~	-12.098	-14.436	~~~	-15.145	~~~	-15.662	~~~	-5.261	-6.837	-6.797	-7.64	~~~	~~~	-7.329	-7.816	~~~	~~~	-7.717	-7.945	~~~	~~~	-10.136	-8.417	~~~	~~~
7.1.11_095	0.042	0.13	~~~	0.096	~~~	-10.199	-11.964	~~~	-12.496	~~~	-12.884	~~~	-4.506	-5.693	-5.654	-6.31	~~~	~~~	-6.05	-6.446	~~~	~~~	-6.339	-6.545	~~~	~~~	-8.713	-7.239	~~~	~~~
7.1.11_100	-2.149	-2.062	-2.056	-2.082	-2.086	-8.515	-9.843	-9.765	-10.241	-10.391	-10.531	-10.549	-3.806	-4.709	-4.661	-5.182	-4.616	-5.149	-4.955	-5.286	-5.074	-5.317	-5.169	-5.361	-5.199	-5.35	-7.405	-6.158	-8.791	-7.316
7.1.11_105	-3.283	-3.203	~~~	-3.211	~~~	-7.064	-8.062	~~~	-8.358	~~~	-8.574	~~~	-3.185	-3.88	-3.821	-4.24	~~~	~~~	-4.039	-4.32	~~~	~~~	-4.197	-4.377	~~~	~~~	-6.244	-5.198	~~~	~~~
7.1.11_110	-3.762	-3.689	~~~	-3.69	~~~	-5.84	-6.588	~~~	-6.808	~~~	-6.969	~~~	-2.65	-3.19	-3.123	-3.465	~~~	~~~	-3.284	-3.525	~~~	~~~	-3.401	-3.568	~~~	~~~	-5.236	-4.365	~~~	~~~
7.1.11_125	-3.452	-3.4	~~~	-3.395	~~~	-3.28	-3.599	~~~	-3.69	~~~	-3.757	~~~	-1.504	-1.776	-1.701	-1.898	~~~	~~~	-1.767	-1.924	~~~	~~~	-1.814	-1.943	~~~	~~~	-3.037	-2.54	~~~	~~~
7.1.11_150	-1.975	-1.95	~~~	-1.945	~~~	-1.296	-1.381	~~~	-1.405	~~~	-1.423	~~~	-0.593	-0.703	-0.644	-0.737	~~~	~~~	-0.661	-0.744	~~~	~~~	-0.674	-0.749	~~~	~~~	-1.221	-1.028	~~~	~~~
7.1.11_200	-0.623	-0.616	~~~	-0.613	~~~	-0.256	-0.267	~~~	-0.271	~~~	-0.274	~~~	-0.112	-0.144	-0.119	-0.148	~~~	~~~	-0.122	-0.149	~~~	~~~	-0.125	-0.15	~~~	~~~	-0.232	-0.198	~~~	~~~
7.1.12_080	12.746	12.504	12.518	12.391	12.397	-11.863	-16.994	-16.854	-18.746	-19.45	-20.025	-20.189	-3.504	-8.358	-6.892	-10.102	-6.807	-10.047	-8.246	-10.5	-8.818	-10.632	-9.234	-10.791	-9.418	-10.771	-8.092	-6.849	-13.792	-11.96
7.1.12_085	3.186	3.281	~~~	3.199	~~~	-11.523	-15.578	~~~	-16.934	~~~	-17.923	~~~	-3.94	-7.583	-6.598	-8.98	~~~	~~~	-7.643	-9.291	~~~	~~~	-8.405	-9.518	~~~	~~~	-8.234	-6.915	~~~	~~~
7.1.12_090	-2.219	-1.924	~~~	-1.989	~~~	-10.85	-14.037	~~~	-15.084	~~~	-15.848	~~~	-4.066	-6.784	-6.137	-7.899	~~~	~~~	-6.941	-8.144	~~~	~~~	-7.527	-8.322	~~~	~~~	-8.04	-6.709	~~~	~~~
7.1.12_095	-5.099	-4.714	~~~	-4.768	~~~	-9.903	-12.395	~~~	-13.206	~~~	-13.798	~~~	-3.936	-5.967	-5.54	-6.855	~~~	~~~	-6.158	-7.048	~~~	~~~	-6.61	-7.188	~~~	~~~	-7.561	-6.279	~~~	~~~
7.1.12_100	-6.456	-6.056	-6.029	-6.1	-6.084	-8.796	-10.743	-10.666	-11.372	-11.632	-11.83	-11.905	-3.634	-5.163	-4.874	-5.869	-4.829	-5.836	-5.35	-6.021	-5.556	-6.076	-5.698	-6.132	-5.772	-6.133	-6.892	-5.705	-9.025	-7.52
7.1.12_105	-6.912	-6.533	~~~	-6.567	~~~	-7.649	-9.17	~~~	-9.658	~~~	-10.015	~~~	-3.244	-4.405	-4.203	-4.967	~~~	~~~	-4.57	-5.088	~~~	~~~	-4.839	-5.176	~~~	~~~	-6.131	-5.067	~~~	~~~
7.1.12_110	-6.846	-6.505	~~~	-6.529	~~~	-6.549	-7.739	~~~	-8.119	~~~	-8.396	~~~	-2.83	-3.719	-3.573	-4.166	~~~	~~~	-3.857	-4.262	~~~	~~~	-4.064	-4.332	~~~	~~~	-5.358	-4.426	~~~	~~~
7.1.12_125	-5.432	-5.202	~~~	-5.205	~~~	-3.92	-4.496	~~~	-4.671	~~~	-4.799	~~~	-1.754	-2.166	-2.102	-2.393	~~~	~~~	-2.232	-2.44	~~~	~~~	-2.326	-2.473	~~~	~~~	-3.367	-2.79	~~~	~~~
7.1.12_150	-2.927	-2.824	~~~	-2.822	~~~	-1.639	-1.81	~~~	-1.858	~~~	-1.892	~~~	-0.755	-0.884	-0.852	-0.958	~~~	~~~	-0.887	-0.971	~~~	~~~	-0.912	-0.98	~~~	~~~	-1.469	-1.228	~~~	~~~
7.1.12_200	-0.812	-0.791	~~~	-0.788	~~~	-0.356	-0.37	~~~	-0.377	~~~	-0.382	~~~	-0.164	-0.192	-0.171	-0.2	~~~	~~~	-0.176	-0.201	~~~	~~~	-0.18	-0.202	~~~	~~~	-0.309	-0.263	~~~	~~~
7.1.13_080	13.3	12.825	12.847	12.681	12.664	-15.826	-21.28	-21.112	-23.22	-23.971	-24.635	-24.759	-5.384	-10.442	-8.955	-12.325	-8.851	-12.261	-10.477	-12.742	-11.1	-12.87	-11.588	-13.047	-11.754	-13.005	-10.035	-8.515	-16.042	-13.854
7.1.13_085	2.815	2.754	~~~	2.64	~~~	-15.026	-19.361	~~~	-20.884	~~~	-21.996	~~~	-5.598	-9.428	-8.411	-10.95	~~~	~~~	-9.605	-11.279	~~~	~~~	-10.476	-11.52	~~~	~~~	-9.94	-8.367	~~~	~~~
7.1.13_090	-3.288	-3.085	~~~	-3.179	~~~	-13.96	-17.383	~~~	-18.577	~~~	-19.448	~~~	-5.54	-8.42	-7.739	-9.644	~~~	~~~	-8.672	-9.905	~~~	~~~	-9.354	-10.095	~~~	~~~	-9.561	-7.992	~~~	~~~
7.1.13_095	-6.637	-6.3	~~~	-6.375	~~~	-12.663	-15.351	~~~	-16.287	~~~	-16.97	~~~	-5.248	-7.415	-6.955	-8.397	~~~	~~~	-7.684	-8.603	~~~	~~~	-8.216	-8.754	~~~	~~~	-8.93	-7.424	~~~	~~~
7.1.13_100	-8.267	-7.883	-7.856	-7.942	-7.942	-11.237	-13.339	-13.244	-14.073	-14.362	-14.609	-14.665	-4.796	-6.44	-6.116	-7.224	-6.06	-7.184	-6.685	-7.389	-6.92	-7.442	-7.1	-7.509	-7.167	-7.498	-8.126	-6.73	-10.423	-8.665
7.1.13_105	-8.841	-8.462	~~~	-8.505	~~~	-9.79	-11.431	~~~	-12.007	~~~	-12.427	~~~	-4.265	-5.525	-5.282	-6.149	~~~	~~~	-5.726	-6.28	~~~	~~~	-6.05	-6.376	~~~	~~~	-7.238	-5.983	~~~	~~~
7.1.13_110	-8.785	-8.434	~~~	-8.463	~~~	-8.411	-9.69	~~~	-10.142	~~~	-10.471	~~~	-3.718	-4.693	-4.502	-5.189	~~~	~~~	-4.848	-5.294	~~~	~~~	-5.101	-5.37	~~~	~~~	-6.342	-5.239	~~~	~~~
7.1.13_125	-7.078	-6.836	~~~	-6.839	~~~	-5.091	-5.692	~~~	-5.906	~~~	-6.062	~~~	-2.311	-2.78	-2.666	-3.027	~~~	~~~	-2.828	-3.078	~~~	~~~	-2.947	-3.115	~~~	~~~	-4.016	-3.332	~~~	~~~
7.1.13_150	-3.955	-3.843	~~~	-3.837	~~~	-2.143	-2.311	~~~	-2.375	~~~	-2.421	~~~	-0.994	-1.149	-1.086	-1.226	~~~	~~~	-1.134	-1.24	~~~	~~~	-1.17	-1.251	~~~	~~~	-1.748	-1.471	~~~	~~~
7.1.13_200	-1.206	-1.174	~~~	-1.171	~~~	-0.459	-0.472	~~~	-0.484	~~~	-0.492	~~~	-0.214	-0.245	-0.218	-0.254	~~~	~~~	-0.228	-0.256	~~~	~~~	-0.235	-0.257	~~~	~~~	-0.352	-0.307	~~~	~~~
7.1.14_080	15.163	14.447	14.471	14.324	14.312	-14.255	-18.184	-17.952	-19.432	-19.922	-20.343	-20.436	-5.761	-8.494	-8.307	-9.876	-8.153	-9.799	-9.261	-10.171	-9.662	-10.26	-9.957	-10.386	-10.082	-10.354	-10.348	-8.719	-14.386	-12.282
7.1.14_085	5.617	5.306	~~~	5.199	~~~	-12.763	-15.848	~~~	-16.805	~~~	-17.504	~~~	-5.355	-7.408	-7.333	-8.515	~~~	~~~	-8.061	-8.745	~~~	~~~	-8.591	-8.912	~~~	~~~	-9.562	-8.009	~~~	~~~
7.1.14_090	-0.046	-0.097	~~~	-0.19	~~~	-11.224	-13.634	~~~	-14.37	~~~	-14.907	~~~	-4.843	-6.381	-6.368	-7.266	~~~	~~~	-6.923	-7.446	~~~	~~~	-7.329	-7.578	~~~	~~~	-8.655	-7.213	~~~	~~~
7.1.14_095	-3.258	-3.163	~~~	-3.242	~~~	-9.701	-11.577	~~~	-12.146	~~~	-12.562	~~~	-4.272	-5.429	-5.442	-6.135	~~~	~~~	-5.868	-6.278	~~~	~~~	-6.178	-6.383	~~~	~~~	-7.676	-6.372	~~~	~~~
7.1.14_100	-4.934	-4.768	-4.735	-4.833	-4.832	-8.263	-9.723	-9.584	-10.165	-10.339	-10.487	-10.522	-3.693	-4.569	-4.59	-5.132	-4.504	-5.08	-4.917	-5.247	-5.056	-5.283	-5.156	-5.331	-5.201	-5.321	-6.689	-5.539	-8.082	-6.698
7.1.14_105	-5.661	-5.47	~~~	-5.518	~~~	-6.959	-8.098	~~~	-8.441	~~~	-8.691	~~~	-3.146	-3.813	-3.834	-4.263	~~~	~~~	-4.085	-4.355	~~~	~~~	-4.269	-4.422	~~~	~~~	-5.75	-4.755	~~~	~~~
7.1.14_110	-5.818	-5.622	~~~	-5.655	~~~	-5.816	-6.704	~~~	-6.97	~~~	-7.164	~~~	-2.652	-3.164	-3.181	-3.523	~~~	~~~	-3.374	-3.596	~~~	~~~	-3.514	-3.65	~~~	~~~	-4.893	-4.045	~~~	~~~
7.1.14_125	-4.847	-4.686	~~~	-4.688	~~~	-3.322	-3.743	~~~	-3.864	~~~	-3.951	~~~	-1.542	-1.779	-1.782	-1.961	~~~	~~~	-1.867	-1.996	~~~	~~~	-1.929	-2.022	~~~	~~~	-2.915	-2.419	~~~	~~~
7.1.14_150	-2.737	-2.656	~~~	-2.649	~~~	-1.305	-1.424	~~~	-1.456	~~~	-1.48	~~~	-0.612	-0.693	-0.674	-0.75	~~~	~~~	-0.697	-0.76	~~~	~~~	-0.713	-0.767	~~~	~~~	-1.184	-0.996	~~~	~~~
7.1.14_200	-0.902	-0.88	~~~	-0.878	~~~	-0.232	-0.243	~~~	-0.249	~~~	-0.254	~~~	-0.102	-0.13	-0.108	-0.135	~~~	~~~	-0.113	-0.137	~~~	~~~	-0.116	-0.138	~~~	~~~	-0.199	-0.175	~~~	~~~
7.1.15_080	17.312	16.37	16.403	16.227	16.214	-18.508	-23.828	-23.647	-25.453	-26.097	-26.639	-26.772	-7.129	-11.379	-10.718	-13.11	-10.604	-13.043	-11.972	-13.481	-12.504	-13.593	-12.888	-13.751	-13.062	-13.711	-12.662	-10.419	-18.388	-15.544
7.1.15_085	5.931	5.429	~~~	5.311	~~~	-16.801	-21	~~~	-22.256	~~~	-23.171	~~~	-6.773	-10.028	-9.588	-11.412	~~~	~~~	-10.553	-11.703	~~~	~~~	-11.257	-11.915	~~~	~~~	-11.8	-9.678	~~~	~~~
7.1.15_090	-1.117	-1.335	~~~	-1.43	~~~	-14.98	-18.273	~~~	-19.242	~~~	-19.948	~~~	-6.242	-8.738	-8.433	-9.84	~~~	~~~	-9.173	-10.069	~~~	~~~	-9.713	-10.235	~~~	~~~	-10.771	-8.809	~~~	~~~
7.1.15_095	-5.281	-5.335	~~~	-5.409	~~~	-13.133	-15.701	~~~	-16.449	~~~	-16.994	~~~	-5.604	-7.529	-7.299	-8.402	~~~	~~~	-7.866	-8.583	~~~	~~~	-8.28	-8.715	~~~	~~~	-9.645	-7.874	~~~	~~~
7.1.15_100	-7.542	-7.511	-7.485	-7.565	-7.567	-11.356	-13.348	-13.247	-13.925	-14.155	-14.346	-14.397	-4.931	-6.425	-6.235	-7.114	-6.174	-7.073	-6.669	-7.256	-6.854	-7.301	-6.986	-7.361	-7.049	-7.347	-8.502	-6.936	-10.618	-8.749
7.1.15_105	-8.568	-8.497	~~~	-8.534	~~~	-9.717	-11.256	~~~	-11.7	~~~	-12.024	~~~	-4.276	-5.441	-5.274	-5.982	~~~	~~~	-5.606	-6.094	~~~	~~~	-5.848	-6.177	~~~	~~~	-7.404	-6.042	~~~	~~~
7.1.15_110	-8.814	-8.728	~~~	-8.751	~~~	-8.254	-9.436	~~~	-9.778	~~~	-10.027	~~~	-3.671	-4.583	-4.432	-5.004	~~~	~~~	-4.685	-5.093	~~~	~~~	-4.869	-5.158	~~~	~~~	-6.39	-5.221	~~~	~~~
7.1.15_125	-7.461	-7.382	~~~	-7.38	~~~	-4.948	-5.474	~~~	-5.625	~~~	-5.735	~~~	-2.253	-2.696	-2.584	-2.89	~~~	~~~	-2.693	-2.932	~~~	~~~	-2.773	-2.962	~~~	~~~	-3.976	-3.272	~~~	~~~
7.1.15_150	-4.316	-4.271	~~~	-4.264	~~~	-2.093	-2.232	~~~	-2.272	~~~	-2.301	~~~	-0.972	-1.12	-1.058	-1.174	~~~	~~~	-1.086	-1.185	~~~	~~~	-1.107	-1.194	~~~	~~~	-1.722	-1.44	~~~	~~~
7.1.15_200	-1.39	-1.37	~~~	-1.368	~~~	-0.44	-0.457	~~~	-0.463	~~~	-0.468	~~~	-0.204	-0.235	-0.216	-0.241	~~~	~~~	-0.221	-0.242	~~~	~~~	-0.225	-0.243	~~~	~~~	-0.341	-0.295	~~~	~~~
7.2.01_080	9.216	8.892	8.893	8.778	8.766	-5.156	-7.378	-7.332	-8.182	-8.493	-8.769	-8.819	-0.938	-4.218	-2.395	-4.983	-2.369	-4.962	-3	-5.182	-3.25	-5.244	-3.442	-5.328	-3.511	-5.308	-4.51	-3.503	-6.976	-5.748
7.2.01_085	2.723	2.564	~~~	2.483	~~~	-4.452	-6.126	~~~	-6.734	~~~	-7.179	~~~	-0.942	-3.51	-2.028	-4.098	~~~	~~~	-2.481	-4.253	~~~	~~~	-2.812	-4.366	~~~	~~~	-4.018	-3.154	~~~	~~~
7.2.01_090	-1.195	-1.273	~~~	-1.327	~~~	-3.718	-4.974	~~~	-5.434	~~~	-5.77	~~~	-0.84	-2.878	-1.646	-3.328	~~~	~~~	-1.986	-3.448	~~~	~~~	-2.234	-3.536	~~~	~~~	-3.46	-2.733	~~~	~~~
7.2.01_095	-3.424	-3.462	~~~	-3.495	~~~	-3.033	-3.973	~~~	-4.321	~~~	-4.574	~~~	-0.697	-2.336	-1.293	-2.68	~~~	~~~	-1.548	-2.773	~~~	~~~	-1.734	-2.84	~~~	~~~	-2.91	-2.306	~~~	~~~
7.2.01_100	-4.57	-4.588	-4.591	-4.605	-4.615	-2.43	-3.134	-3.108	-3.397	-3.494	-3.589	-3.596	-0.547	-1.883	-0.988	-2.146	-0.974	-2.134	-1.18	-2.218	-1.255	-2.24	-1.319	-2.27	-1.334	-2.262	-2.403	-1.906	-3.16	-2.578
7.2.01_105	-5.041	-5.046	~~~	-5.053	~~~	-1.92	-2.448	~~~	-2.647	~~~	-2.792	~~~	-0.408	-1.512	-0.734	-1.714	~~~	~~~	-0.878	-1.768	~~~	~~~	-0.984	-1.808	~~~	~~~	-1.955	-1.55	~~~	~~~
7.2.01_110	-5.105	-5.103	~~~	-5.104	~~~	-1.496	-1.894	~~~	-2.045	~~~	-2.156	~~~	-0.286	-1.211	-0.528	-1.366	~~~	~~~	-0.638	-1.408	~~~	~~~	-0.717	-1.438	~~~	~~~	-1.571	-1.242	~~~	~~~
7.2.01_125	-4.302	-4.289	~~~	-4.281	~~~	-0.65	-0.824	~~~	-0.895	~~~	-0.946	~~~	-0.034	-0.616	-0.136	-0.689	~~~	~~~	-0.187	-0.708	~~~	~~~	-0.224	-0.722	~~~	~~~	-0.754	-0.585	~~~	~~~
7.2.01_150	-2.677	-2.669	~~~	-2.658	~~~	-0.07	-0.122	~~~	-0.148	~~~	-0.166	~~~	0.124	-0.195	0.095	-0.217	~~~	~~~	0.076	-0.224	~~~	~~~	0.062	-0.228	~~~	~~~	-0.141	-0.093	~~~	~~~
7.2.01_200	-1.117	-1.113	~~~	-1.109	~~~	0.12	0.11	~~~	0.103	~~~	0.097	~~~	0.126	-0.006	0.12	-0.01	~~~	~~~	0.114	-0.011	~~~	~~~	0.11	-0.012	~~~	~~~	0.094	0.089	~~~	~~~
7.2.02_080	6.823	6.735	6.741	6.564	6.569	-4.07	-6.897	-6.839	-7.938	-8.368	-8.697	-8.819	0.048	-4.118	-1.759	-5.138	-1.726	-5.113	-2.546	-5.392	-2.887	-5.481	-3.12	-5.576	-3.244	-5.574	-3.172	-2.4	-6.263	-5.204
7.2.02_085	1.201	1.349	~~~	1.216	~~~	-3.988	-6.175	~~~	-6.975	~~~	-7.558	~~~	-0.4	-3.588	-1.782	-4.394	~~~	~~~	-2.382	-4.593	~~~	~~~	-2.82	-4.738	~~~	~~~	-3.264	-2.527	~~~	~~~
7.2.02_090	-2.219	-1.986	~~~	-2.086	~~~	-3.62	-5.308	~~~	-5.924	~~~	-6.373	~~~	-0.58	-3.041	-1.632	-3.676	~~~	~~~	-2.091	-3.833	~~~	~~~	-2.425	-3.948	~~~	~~~	-3.075	-2.412	~~~	~~~
7.2.02_095	-4.184	-3.936	~~~	-4.006	~~~	-3.136	-4.44	~~~	-4.914	~~~	-5.26	~~~	-0.608	-2.528	-1.41	-3.03	~~~	~~~	-1.761	-3.153	~~~	~~~	-2.016	-3.244	~~~	~~~	-2.75	-2.175	~~~	~~~
7.2.02_100	-5.193	-4.958	-4.958	-5.003	-5.004	-2.638	-3.647	-3.609	-4.011	-4.155	-4.277	-4.306	-0.561	-2.076	-1.174	-2.473	-1.153	-2.456	-1.441	-2.57	-1.552	-2.604	-1.636	-2.641	-1.668	-2.639	-2.38	-1.894	-3.445	-2.819
7.2.02_105	-5.586	-5.371	~~~	-5.397	~~~	-2.178	-2.96	~~~	-3.24	~~~	-3.444	~~~	-0.483	-1.694	-0.952	-2.009	~~~	~~~	-1.156	-2.084	~~~	~~~	-1.304	-2.139	~~~	~~~	-2.015	-1.61	~~~	~~~
7.2.02_110	-5.593	-5.399	~~~	-5.412	~~~	-1.776	-2.383	~~~	-2.597	~~~	-2.753	~~~	-0.398	-1.378	-0.756	-1.628	~~~	~~~	-0.911	-1.686	~~~	~~~	-1.025	-1.728	~~~	~~~	-1.681	-1.347	~~~	~~~
7.2.02_125	-4.623	-4.49	~~~	-4.485	~~~	-0.919	-1.204	~~~	-1.302	~~~	-1.373	~~~	-0.178	-0.742	-0.337	-0.866	~~~	~~~	-0.408	-0.893	~~~	~~~	-0.46	-0.913	~~~	~~~	-0.917	-0.737	~~~	~~~
7.2.02_150	-2.765	-2.705	~~~	-2.695	~~~	-0.263	-0.347	~~~	-0.38	~~~	-0.405	~~~	0.009	-0.272	-0.033	-0.313	~~~	~~~	-0.058	-0.322	~~~	~~~	-0.077	-0.328	~~~	~~~	-0.274	-0.217	~~~	~~~
7.2.02_200	-1.05	-1.031	~~~	-1.027	~~~	0.027	0.015	~~~	0.006	~~~	-0.001	~~~	0.067	-0.04	0.062	-0.047	~~~	~~~	0.055	-0.048	~~~	~~~	0.049	-0.05	~~~	~~~	0.028	0.027	~~~	~~~
7.2.03_080	7.783	7.343	7.352	7.141	7.131	-6.146	-9.245	-9.182	-10.479	-10.965	-11.379	-11.474	-0.704	-5.441	-2.676	-6.57	-2.639	-6.543	-3.63	-6.849	-4.026	-6.939	-4.326	-7.053	-4.442	-7.032	-3.962	-3.004	-7.377	-6.082
7.2.03_085	0.964	0.89	~~~	0.732	~~~	-5.849	-8.272	~~~	-9.231	~~~	-9.931	~~~	-1.078	-4.771	-2.599	-5.673	~~~	~~~	-3.337	-5.894	~~~	~~~	-3.876	-6.056	~~~	~~~	-3.993	-3.081	~~~	~~~
7.2.03_090	-3.222	-3.126	~~~	-3.244	~~~	-5.271	-7.153	~~~	-7.899	~~~	-8.443	~~~	-1.183	-4.088	-2.349	-4.804	~~~	~~~	-2.919	-4.98	~~~	~~~	-3.336	-5.107	~~~	~~~	-3.744	-2.92	~~~	~~~
7.2.03_095	-5.653	-5.491	~~~	-5.575	~~~	-4.576	-6.033	~~~	-6.612	~~~	-7.035	~~~	-1.134	-3.442	-2.024	-4.009	~~~	~~~	-2.464	-4.148	~~~	~~~	-2.786	-4.249	~~~	~~~	-3.35	-2.633	~~~	~~~
7.2.03_100	-6.923	-6.743	-6.742	-6.799	-6.809	-3.873	-4.999	-4.957	-5.449	-5.62	-5.777	-5.799	-1.01	-2.864	-1.687	-3.313	-1.663	-3.294	-2.027	-3.422	-2.163	-3.457	-2.275	-3.502	-2.306	-3.493	-2.905	-2.296	-4.104	-3.329
7.2.03_105	-7.436	-7.258	~~~	-7.292	~~~	-3.224	-4.092	~~~	-4.44	~~~	-4.695	~~~	-0.858	-2.365	-1.372	-2.72	~~~	~~~	-1.635	-2.805	~~~	~~~	-1.827	-2.868	~~~	~~~	-2.466	-1.957	~~~	~~~
7.2.03_110	-7.469	-7.302	~~~	-7.32	~~~	-2.651	-3.32	~~~	-3.59	~~~	-3.787	~~~	-0.706	-1.945	-1.095	-2.225	~~~	~~~	-1.299	-2.292	~~~	~~~	-1.447	-2.34	~~~	~~~	-2.06	-1.639	~~~	~~~
7.2.03_125	-6.294	-6.171	~~~	-6.167	~~~	-1.41	-1.713	~~~	-1.842	~~~	-1.936	~~~	-0.336	-1.074	-0.501	-1.212	~~~	~~~	-0.599	-1.243	~~~	~~~	-0.67	-1.266	~~~	~~~	-1.118	-0.893	~~~	~~~
7.2.03_150	-3.906	-3.841	~~~	-3.831	~~~	-0.43	-0.515	~~~	-0.561	~~~	-0.594	~~~	-0.026	-0.404	-0.065	-0.45	~~~	~~~	-0.101	-0.459	~~~	~~~	-0.128	-0.466	~~~	~~~	-0.312	-0.246	~~~	~~~
7.2.03_200	-1.554	-1.527	~~~	-1.522	~~~	0.02	0.013	~~~	0	~~~	-0.01	~~~	0.082	-0.062	0.082	-0.068	~~~	~~~	0.07	-0.07	~~~	~~~	0.062	-0.071	~~~	~~~	0.06	0.053	~~~	~~~
7.2.04_080	9.13	8.718	8.734	8.563	8.556	-5.43	-7.633	-7.527	-8.445	-8.763	-9.038	-9.096	-1.403	-4.026	-2.794	-4.839	-2.726	-4.801	-3.402	-5.043	-3.657	-5.106	-3.845	-5.192	-3.925	-5.171	-4.063	-3.156	-6.365	-5.218
7.2.04_085	3.032	2.902	~~~	2.779	~~~	-4.695	-6.404	~~~	-7.035	~~~	-7.495	~~~	-1.313	-3.382	-2.378	-4.026	~~~	~~~	-2.846	-4.189	~~~	~~~	-3.188	-4.307	~~~	~~~	-3.643	-2.844	~~~	~~~
7.2.04_090	-0.624	-0.621	~~~	-0.713	~~~	-3.946	-5.27	~~~	-5.76	~~~	-6.117	~~~	-1.149	-2.798	-1.963	-3.307	~~~	~~~	-2.324	-3.436	~~~	~~~	-2.587	-3.53	~~~	~~~	-3.166	-2.479	~~~	~~~
7.2.04_095	-2.711	-2.648	~~~	-2.712	~~~	-3.25	-4.276	~~~	-4.655	~~~	-4.932	~~~	-0.961	-2.289	-1.584	-2.691	~~~	~~~	-1.862	-2.793	~~~	~~~	-2.064	-2.868	~~~	~~~	-2.689	-2.11	~~~	~~~
7.2.04_100	-3.799	-3.71	-3.705	-3.751	-3.758	-2.639	-3.434	-3.361	-3.727	-3.834	-3.941	-3.947	-0.779	-1.859	-1.257	-2.177	-1.214	-2.147	-1.47	-2.257	-1.554	-2.281	-1.625	-2.315	-1.642	-2.305	-2.246	-1.764	-3.031	-2.44
7.2.04_105	-4.261	-4.164	~~~	-4.186	~~~	-2.122	-2.738	~~~	-2.963	~~~	-3.127	~~~	-0.617	-1.505	-0.983	-1.755	~~~	~~~	-1.146	-1.817	~~~	~~~	-1.265	-1.862	~~~	~~~	-1.853	-1.456	~~~	~~~
7.2.04_110	-4.341	-4.245	~~~	-4.255	~~~	-1.694	-2.171	~~~	-2.343	~~~	-2.469	~~~	-0.478	-1.216	-0.758	-1.412	~~~	~~~	-0.883	-1.46	~~~	~~~	-0.974	-1.495	~~~	~~~	-1.515	-1.19	~~~	~~~
7.2.04_125	-3.63	-3.557	~~~	-3.553	~~~	-0.832	-1.048	~~~	-1.126	~~~	-1.184	~~~	-0.189	-0.642	-0.312	-0.735	~~~	~~~	-0.37	-0.756	~~~	~~~	-0.412	-0.772	~~~	~~~	-0.789	-0.615	~~~	~~~
7.2.04_150	-2.184	-2.144	~~~	-2.138	~~~	-0.205	-0.264	~~~	-0.292	~~~	-0.312	~~~	0.021	-0.226	-0.013	-0.251	~~~	~~~	-0.035	-0.257	~~~	~~~	-0.05	-0.262	~~~	~~~	-0.208	-0.154	~~~	~~~
7.2.04_200	-0.861	-0.844	~~~	-0.842	~~~	0.053	0.044	~~~	0.035	~~~	0.028	~~~	0.079	-0.026	0.072	-0.028	~~~	~~~	0.064	-0.03	~~~	~~~	0.058	-0.03	~~~	~~~	0.05	0.049	~~~	~~~
7.2.05_080	9.251	8.28	8.299	8.113	8.103	-6.612	-9.799	-9.727	-10.891	-11.329	-11.687	-11.789	-0.943	-5.669	-3.05	-6.749	-3.008	-6.719	-3.879	-7.012	-4.235	-7.094	-4.483	-7.204	-4.609	-7.18	-4.496	-3.259	-7.973	-6.451
7.2.05_085	1.061	0.525	~~~	0.395	~~~	-6.02	-8.491	~~~	-9.332	~~~	-9.946	~~~	-1.119	-4.901	-2.738	-5.753	~~~	~~~	-3.372	-5.96	~~~	~~~	-3.835	-6.111	~~~	~~~	-4.247	-3.143	~~~	~~~
