# Interaction energies and their componets, in kcal/mol
# Prefix "corr_" denotes the correlation enegy term only
# Suffixes "_os" and "_ss" denote the other-spin and same-spin components of the correlation energy
"name"	"HF/aDZ"	"HF/aTZ"	"HF/haTZ"	"HF/aQZ"	"HF/a5Z"	"corr_MP2/aDZ"	"corr_MP2/aTZ"	"corr_MP2/haTZ"	"corr_MP2/aQZ"	"corr_MP2/a5Z"	"corr_MP2/CBS(aTQZ)"	"corr_MP2/CBS(aQ5Z)"	"corr_MP2_os/aDZ"	"corr_MP2_ss/aDZ"	"corr_MP2_os/aTZ"	"corr_MP2_ss/aTZ"	"corr_MP2_os/haTZ"	"corr_MP2_ss/haTZ"	"corr_MP2_os/aQZ"	"corr_MP2_ss/aQZ"	"corr_MP2_os/a5Z"	"corr_MP2_ss/a5Z"	"corr_MP2_os/CBS(aTQZ)"	"corr_MP2_ss/CBS(aTQZ)"	"corr_MP2_os/CBS(aQ5Z)"	"corr_MP2_ss/CBS(aQ5Z)"	"corr_CCSD(T)/aDZ"	"corr_CCSD/aDZ"	"corr_CCSD_os/aDZ"	"corr_CCSD_ss/aDZ"	"corr_CCSD(T)/haTZ"	"corr_CCSD/haTZ"	"corr_CCSD_os/haTZ"	"corr_CCSD_ss/haTZ"	"B3LYP/def2-QZVP"	"BLYP/def2-QZVP"	"BHLYP/def2-QZVP"	"BP/def2-QZVP"	"PBE/def2-QZVP"	"PBE0/def2-QZVP"	"TPSS/def2-QZVP"
7.097_methane--nitromethane_1.10	0.014	-0.002	~~~	-0.002	~~~	-1.229	-1.360	~~~	-1.393	~~~	-1.417	~~~	-0.578	-0.650	-0.656	-0.704	~~~	~~~	-0.679	-0.714	~~~	~~~	-0.696	-0.722	~~~	~~~	-1.196	-1.018	-0.386	-0.632	~~~	~~~	~~~	~~~	-0.043	0.290	-0.377	0.467	-0.668	-0.602	-0.280
7.097_methane--nitromethane_1.25	-0.155	-0.159	~~~	-0.159	~~~	-0.673	-0.731	~~~	-0.746	~~~	-0.756	~~~	-0.313	-0.360	-0.347	-0.384	~~~	~~~	-0.357	-0.388	~~~	~~~	-0.364	-0.392	~~~	~~~	-0.656	-0.558	-0.207	-0.351	~~~	~~~	~~~	~~~	-0.068	0.121	-0.234	0.277	-0.521	-0.454	-0.359
7.097_methane--nitromethane_1.50	-0.116	-0.113	~~~	-0.112	~~~	-0.267	-0.284	~~~	-0.289	~~~	-0.293	~~~	-0.122	-0.145	-0.132	-0.152	~~~	~~~	-0.136	-0.154	~~~	~~~	-0.138	-0.155	~~~	~~~	-0.259	-0.220	-0.078	-0.142	~~~	~~~	~~~	~~~	-0.028	0.045	-0.079	0.099	-0.236	-0.204	-0.201
7.097_methane--nitromethane_2.00	-0.036	-0.034	-0.034	-0.034	-0.034	-0.057	-0.060	-0.059	-0.061	-0.061	-0.062	-0.062	-0.025	-0.032	-0.027	-0.033	-0.026	-0.032	-0.028	-0.033	-0.028	-0.033	-0.028	-0.033	-0.028	-0.033	-0.054	-0.046	-0.015	-0.031	-0.056	-0.047	-0.016	-0.031	-0.020	-0.011	-0.026	-0.013	-0.042	-0.039	-0.038
7.098_methane--nitrosomethane_0.80	4.973	4.962	4.967	4.950	4.949	-3.652	-4.265	-4.171	-4.429	-4.486	-4.549	-4.547	-1.858	-1.794	-2.241	-2.024	-2.184	-1.987	-2.358	-2.071	-2.402	-2.084	-2.444	-2.105	-2.449	-2.098	-3.485	-3.016	-1.346	-1.669	-4.005	-3.440	-1.612	-1.828	3.628	4.441	2.773	3.924	2.493	2.405	3.357
7.098_methane--nitrosomethane_0.85	3.025	3.019	~~~	3.013	~~~	-2.894	-3.339	~~~	-3.457	~~~	-3.544	~~~	-1.466	-1.428	-1.740	-1.599	~~~	~~~	-1.824	-1.634	~~~	~~~	-1.885	-1.659	~~~	~~~	-2.786	-2.407	-1.063	-1.344	~~~	~~~	~~~	~~~	2.144	2.828	1.418	2.573	1.180	1.147	1.995
7.098_methane--nitrosomethane_0.90	1.807	1.803	~~~	1.800	~~~	-2.299	-2.622	~~~	-2.707	~~~	-2.769	~~~	-1.159	-1.140	-1.355	-1.266	~~~	~~~	-1.415	-1.292	~~~	~~~	-1.458	-1.311	~~~	~~~	-2.230	-1.924	-0.841	-1.083	~~~	~~~	~~~	~~~	1.252	1.821	0.650	1.745	0.404	0.417	1.122
7.098_methane--nitrosomethane_0.95	1.053	1.050	~~~	1.048	~~~	-1.832	-2.066	~~~	-2.128	~~~	-2.172	~~~	-0.919	-0.913	-1.060	-1.006	~~~	~~~	-1.102	-1.026	~~~	~~~	-1.133	-1.040	~~~	~~~	-1.788	-1.541	-0.666	-0.875	~~~	~~~	~~~	~~~	0.728	1.199	0.237	1.236	-0.037	0.009	0.557
7.098_methane--nitrosomethane_1.00	0.592	0.589	0.591	0.588	0.588	-1.464	-1.634	-1.581	-1.679	-1.695	-1.711	-1.711	-0.731	-0.733	-0.832	-0.802	-0.802	-0.779	-0.862	-0.817	-0.874	-0.821	-0.884	-0.827	-0.886	-0.826	-1.436	-1.236	-0.528	-0.708	-1.545	-1.316	-0.578	-0.739	0.427	0.815	0.032	0.918	-0.271	-0.204	0.201
7.098_methane--nitrosomethane_1.05	0.313	0.311	~~~	0.311	~~~	-1.175	-1.298	~~~	-1.331	~~~	-1.354	~~~	-0.584	-0.591	-0.656	-0.642	~~~	~~~	-0.678	-0.653	~~~	~~~	-0.694	-0.661	~~~	~~~	-1.157	-0.994	-0.420	-0.573	~~~	~~~	~~~	~~~	0.256	0.575	-0.057	0.713	-0.377	-0.298	-0.014
7.098_methane--nitrosomethane_1.10	0.147	0.146	~~~	0.146	~~~	-0.946	-1.036	~~~	-1.060	~~~	-1.078	~~~	-0.468	-0.478	-0.520	-0.516	~~~	~~~	-0.536	-0.524	~~~	~~~	-0.547	-0.530	~~~	~~~	-0.934	-0.802	-0.336	-0.466	~~~	~~~	~~~	~~~	0.159	0.420	-0.086	0.572	-0.410	-0.326	-0.133
7.098_methane--nitrosomethane_1.25	-0.033	-0.030	~~~	-0.030	~~~	-0.506	-0.543	~~~	-0.553	~~~	-0.560	~~~	-0.247	-0.259	-0.268	-0.275	~~~	~~~	-0.274	-0.279	~~~	~~~	-0.279	-0.282	~~~	~~~	-0.501	-0.429	-0.175	-0.255	~~~	~~~	~~~	~~~	0.059	0.201	-0.055	0.320	-0.333	-0.261	-0.226
7.098_methane--nitrosomethane_1.50	-0.046	-0.043	~~~	-0.043	~~~	-0.196	-0.206	~~~	-0.209	~~~	-0.211	~~~	-0.094	-0.102	-0.100	-0.106	~~~	~~~	-0.101	-0.107	~~~	~~~	-0.103	-0.108	~~~	~~~	-0.192	-0.164	-0.064	-0.100	~~~	~~~	~~~	~~~	0.016	0.065	-0.015	0.101	-0.145	-0.112	-0.122
7.098_methane--nitrosomethane_2.00	-0.016	-0.015	-0.015	-0.014	-0.014	-0.041	-0.042	-0.041	-0.043	-0.043	-0.043	-0.043	-0.019	-0.022	-0.020	-0.022	-0.019	-0.022	-0.020	-0.022	-0.020	-0.022	-0.020	-0.022	-0.020	-0.022	-0.039	-0.033	-0.012	-0.021	-0.039	-0.033	-0.012	-0.021	-0.007	-0.002	-0.010	-0.003	-0.022	-0.019	-0.020
7.099_methane--Nmethyl2propanimine_0.80	7.532	7.488	7.494	7.473	7.471	-5.724	-6.496	-6.366	-6.696	-6.766	-6.841	-6.840	-2.847	-2.878	-3.342	-3.154	-3.263	-3.103	-3.492	-3.204	-3.549	-3.217	-3.600	-3.240	-3.609	-3.231	-5.304	-4.583	-1.956	-2.627	-5.948	-5.099	-2.298	-2.802	5.538	6.658	4.478	5.548	3.909	3.689	5.018
7.099_methane--Nmethyl2propanimine_0.85	4.686	4.670	~~~	4.659	~~~	-4.640	-5.204	~~~	-5.348	~~~	-5.454	~~~	-2.306	-2.334	-2.664	-2.540	~~~	~~~	-2.771	-2.577	~~~	~~~	-2.850	-2.605	~~~	~~~	-4.337	-3.744	-1.592	-2.151	~~~	~~~	~~~	~~~	3.349	4.306	2.420	3.589	1.986	1.843	3.043
7.099_methane--Nmethyl2propanimine_0.90	2.865	2.863	~~~	2.856	~~~	-3.762	-4.173	~~~	-4.278	~~~	-4.355	~~~	-1.868	-1.894	-2.125	-2.048	~~~	~~~	-2.202	-2.076	~~~	~~~	-2.259	-2.096	~~~	~~~	-3.544	-3.055	-1.294	-1.761	~~~	~~~	~~~	~~~	2.002	2.813	1.206	2.384	0.825	0.750	1.783
7.099_methane--Nmethyl2propanimine_0.95	1.715	1.717	~~~	1.713	~~~	-3.054	-3.353	~~~	-3.429	~~~	-3.485	~~~	-1.514	-1.539	-1.699	-1.654	~~~	~~~	-1.754	-1.675	~~~	~~~	-1.795	-1.690	~~~	~~~	-2.894	-2.493	-1.051	-1.442	~~~	~~~	~~~	~~~	1.193	1.876	0.522	1.661	0.163	0.141	1.006
7.099_methane--Nmethyl2propanimine_1.00	0.997	1.000	1.002	0.997	0.997	-2.482	-2.701	-2.630	-2.756	-2.775	-2.796	-2.794	-1.229	-1.254	-1.362	-1.339	-1.321	-1.309	-1.401	-1.355	-1.416	-1.359	-1.430	-1.366	-1.431	-1.363	-2.365	-2.035	-0.853	-1.181	-2.502	-2.130	-0.916	-1.214	0.719	1.292	0.160	1.220	-0.206	-0.188	0.492
7.099_methane--Nmethyl2propanimine_1.05	0.554	0.556	~~~	0.555	~~~	-2.022	-2.182	~~~	-2.222	~~~	-2.251	~~~	-0.999	-1.023	-1.095	-1.087	~~~	~~~	-1.123	-1.099	~~~	~~~	-1.144	-1.107	~~~	~~~	-1.934	-1.662	-0.693	-0.969	~~~	~~~	~~~	~~~	0.444	0.924	-0.015	0.944	-0.393	-0.348	0.170
7.099_methane--Nmethyl2propanimine_1.10	0.286	0.286	~~~	0.286	~~~	-1.651	-1.768	~~~	-1.798	~~~	-1.819	~~~	-0.814	-0.837	-0.884	-0.885	~~~	~~~	-0.904	-0.894	~~~	~~~	-0.919	-0.900	~~~	~~~	-1.584	-1.360	-0.564	-0.796	~~~	~~~	~~~	~~~	0.288	0.689	-0.085	0.767	-0.466	-0.405	-0.024
7.099_methane--Nmethyl2propanimine_1.25	-0.018	-0.018	~~~	-0.018	~~~	-0.916	-0.964	~~~	-0.976	~~~	-0.984	~~~	-0.449	-0.468	-0.476	-0.488	~~~	~~~	-0.484	-0.492	~~~	~~~	-0.490	-0.494	~~~	~~~	-0.882	-0.756	-0.309	-0.448	~~~	~~~	~~~	~~~	0.124	0.356	-0.068	0.472	-0.414	-0.344	-0.228
7.099_methane--Nmethyl2propanimine_1.50	-0.056	-0.055	~~~	-0.055	~~~	-0.371	-0.384	~~~	-0.387	~~~	-0.389	~~~	-0.180	-0.191	-0.187	-0.196	~~~	~~~	-0.189	-0.197	~~~	~~~	-0.191	-0.198	~~~	~~~	-0.355	-0.304	-0.121	-0.183	~~~	~~~	~~~	~~~	0.053	0.139	-0.007	0.191	-0.192	-0.152	-0.153
7.099_methane--Nmethyl2propanimine_2.00	-0.018	-0.018	-0.018	-0.018	-0.018	-0.082	-0.084	-0.082	-0.084	-0.084	-0.084	-0.084	-0.039	-0.042	-0.040	-0.043	-0.039	-0.042	-0.041	-0.043	-0.041	-0.043	-0.041	-0.043	-0.041	-0.043	-0.077	-0.066	-0.026	-0.040	-0.076	-0.064	-0.025	-0.039	-0.001	0.008	-0.008	0.007	-0.028	-0.024	-0.025
7.100_methane--Nmethylacetamide_0.80	6.479	6.461	6.465	6.441	6.440	-4.870	-5.622	-5.520	-5.826	-5.900	-5.975	-5.977	-2.307	-2.563	-2.792	-2.831	-2.728	-2.792	-2.942	-2.884	-3.002	-2.898	-3.053	-2.922	-3.064	-2.913	-4.682	-4.007	-1.560	-2.447	-5.352	-4.558	-1.934	-2.624	4.661	5.716	3.614	4.810	3.240	3.042	4.292
7.100_methane--Nmethylacetamide_0.85	4.010	4.004	~~~	3.992	~~~	-4.005	-4.568	~~~	-4.718	~~~	-4.828	~~~	-1.906	-2.098	-2.265	-2.303	~~~	~~~	-2.375	-2.343	~~~	~~~	-2.456	-2.373	~~~	~~~	-3.886	-3.323	-1.307	-2.016	~~~	~~~	~~~	~~~	2.749	3.650	1.833	3.087	1.545	1.424	2.567
7.100_methane--Nmethylacetamide_0.90	2.426	2.424	~~~	2.416	~~~	-3.296	-3.716	~~~	-3.827	~~~	-3.909	~~~	-1.575	-1.720	-1.839	-1.877	~~~	~~~	-1.920	-1.907	~~~	~~~	-1.979	-1.930	~~~	~~~	-3.223	-2.754	-1.092	-1.662	~~~	~~~	~~~	~~~	1.578	2.344	0.790	2.031	0.522	0.464	1.456
7.100_methane--Nmethylacetamide_0.95	1.421	1.419	~~~	1.415	~~~	-2.714	-3.028	~~~	-3.111	~~~	-3.171	~~~	-1.301	-1.413	-1.496	-1.532	~~~	~~~	-1.555	-1.556	~~~	~~~	-1.598	-1.572	~~~	~~~	-2.672	-2.282	-0.911	-1.371	~~~	~~~	~~~	~~~	0.875	1.523	0.207	1.391	-0.067	-0.076	0.760
7.100_methane--Nmethylacetamide_1.00	0.792	0.788	0.790	0.786	0.786	-2.238	-2.474	-2.412	-2.534	-2.556	-2.579	-2.578	-1.076	-1.163	-1.220	-1.254	-1.183	-1.228	-1.263	-1.272	-1.279	-1.276	-1.294	-1.285	-1.296	-1.282	-2.215	-1.890	-0.758	-1.132	-2.385	-2.018	-0.842	-1.175	0.465	1.012	-0.093	1.004	-0.391	-0.363	0.309
7.100_methane--Nmethylacetamide_1.05	0.403	0.399	~~~	0.399	~~~	-1.848	-2.025	~~~	-2.071	~~~	-2.104	~~~	-0.890	-0.959	-0.996	-1.029	~~~	~~~	-1.028	-1.042	~~~	~~~	-1.052	-1.052	~~~	~~~	-1.837	-1.567	-0.630	-0.936	~~~	~~~	~~~	~~~	0.239	0.700	-0.225	0.770	-0.551	-0.498	0.012
7.100_methane--Nmethylacetamide_1.10	0.168	0.164	~~~	0.165	~~~	-1.530	-1.663	~~~	-1.697	~~~	-1.722	~~~	-0.737	-0.793	-0.816	-0.847	~~~	~~~	-0.840	-0.857	~~~	~~~	-0.857	-0.865	~~~	~~~	-1.524	-1.300	-0.524	-0.776	~~~	~~~	~~~	~~~	0.111	0.498	-0.267	0.620	-0.606	-0.536	-0.148
7.100_methane--Nmethylacetamide_1.25	-0.090	-0.090	~~~	-0.089	~~~	-0.880	-0.938	~~~	-0.953	~~~	-0.964	~~~	-0.424	-0.456	-0.458	-0.481	~~~	~~~	-0.468	-0.486	~~~	~~~	-0.475	-0.490	~~~	~~~	-0.880	-0.750	-0.302	-0.448	~~~	~~~	~~~	~~~	0.015	0.246	-0.187	0.389	-0.526	-0.449	-0.326
7.100_methane--Nmethylacetamide_1.50	-0.094	-0.092	~~~	-0.092	~~~	-0.373	-0.390	~~~	-0.394	~~~	-0.398	~~~	-0.178	-0.194	-0.188	-0.201	~~~	~~~	-0.191	-0.203	~~~	~~~	-0.193	-0.204	~~~	~~~	-0.371	-0.316	-0.125	-0.190	~~~	~~~	~~~	~~~	0.006	0.099	-0.059	0.170	-0.261	-0.215	-0.215
7.100_methane--Nmethylacetamide_2.00	-0.029	-0.029	-0.029	-0.029	-0.029	-0.087	-0.089	-0.087	-0.090	-0.090	-0.090	-0.090	-0.041	-0.046	-0.043	-0.046	-0.042	-0.045	-0.043	-0.047	-0.043	-0.047	-0.044	-0.047	-0.044	-0.047	-0.084	-0.072	-0.028	-0.044	-0.084	-0.071	-0.028	-0.043	-0.010	0.003	-0.018	0.004	-0.045	-0.039	-0.041
7.101_methane--phenol_0.80	9.398	9.328	9.333	9.316	9.314	-7.435	-8.318	-8.204	-8.554	-8.639	-8.727	-8.727	-3.812	-3.623	-4.368	-3.950	-4.298	-3.906	-4.542	-4.013	-4.609	-4.030	-4.668	-4.058	-4.680	-4.048	-6.390	-5.517	-2.560	-2.957	-7.124	-6.091	-2.921	-3.170	6.905	8.089	5.879	6.536	4.966	4.635	5.732
7.101_methane--phenol_0.85	5.805	5.784	~~~	5.775	~~~	-5.917	-6.553	~~~	-6.724	~~~	-6.848	~~~	-3.024	-2.893	-3.420	-3.134	~~~	~~~	-3.543	-3.181	~~~	~~~	-3.633	-3.215	~~~	~~~	-5.124	-4.415	-2.030	-2.386	~~~	~~~	~~~	~~~	4.136	5.137	3.231	4.087	2.580	2.348	3.397
7.101_methane--phenol_0.90	3.538	3.542	~~~	3.536	~~~	-4.711	-5.168	~~~	-5.290	~~~	-5.380	~~~	-2.400	-2.311	-2.680	-2.488	~~~	~~~	-2.768	-2.522	~~~	~~~	-2.832	-2.548	~~~	~~~	-4.106	-3.531	-1.608	-1.923	~~~	~~~	~~~	~~~	2.459	3.293	1.683	2.629	1.190	1.047	2.018
7.101_methane--phenol_0.95	2.126	2.140	~~~	2.136	~~~	-3.756	-4.082	~~~	-4.170	~~~	-4.234	~~~	-1.908	-1.848	-2.105	-1.977	~~~	~~~	-2.167	-2.003	~~~	~~~	-2.212	-2.022	~~~	~~~	-3.290	-2.824	-1.275	-1.549	~~~	~~~	~~~	~~~	1.466	2.158	0.813	1.758	0.378	0.306	1.122
7.101_methane--phenol_1.00	1.257	1.272	1.273	1.270	1.269	-2.999	-3.233	-3.171	-3.296	-3.316	-3.341	-3.338	-1.519	-1.480	-1.659	-1.574	-1.623	-1.548	-1.702	-1.594	-1.718	-1.598	-1.734	-1.608	-1.734	-1.604	-2.638	-2.260	-1.012	-1.248	-2.790	-2.362	-1.073	-1.290	0.885	1.455	0.346	1.247	-0.056	-0.074	0.589
7.101_methane--phenol_1.05	0.728	0.741	~~~	0.740	~~~	-2.401	-2.568	~~~	-2.612	~~~	-2.645	~~~	-1.213	-1.188	-1.311	-1.256	~~~	~~~	-1.342	-1.271	~~~	~~~	-1.364	-1.281	~~~	~~~	-2.117	-1.810	-0.804	-1.006	~~~	~~~	~~~	~~~	0.547	1.013	0.112	0.939	-0.271	-0.248	0.274
7.101_methane--phenol_1.10	0.409	0.420	~~~	0.419	~~~	-1.927	-2.047	~~~	-2.078	~~~	-2.101	~~~	-0.971	-0.956	-1.041	-1.006	~~~	~~~	-1.062	-1.017	~~~	~~~	-1.077	-1.024	~~~	~~~	-1.702	-1.453	-0.641	-0.813	~~~	~~~	~~~	~~~	0.366	0.751	0.015	0.747	-0.373	-0.330	0.033
7.101_methane--phenol_1.25	0.045	0.051	~~~	0.052	~~~	-1.017	-1.065	~~~	-1.076	~~~	-1.083	~~~	-0.509	-0.508	-0.536	-0.529	~~~	~~~	-0.543	-0.533	~~~	~~~	-0.548	-0.536	~~~	~~~	-0.899	-0.765	-0.330	-0.434	~~~	~~~	~~~	~~~	0.163	0.375	-0.008	0.452	-0.336	-0.278	-0.173
7.101_methane--phenol_1.50	-0.021	-0.018	~~~	-0.018	~~~	-0.384	-0.397	~~~	-0.399	~~~	-0.400	~~~	-0.191	-0.193	-0.198	-0.199	~~~	~~~	-0.199	-0.200	~~~	~~~	-0.200	-0.201	~~~	~~~	-0.337	-0.286	-0.121	-0.165	~~~	~~~	~~~	~~~	0.072	0.151	0.024	0.187	-0.134	-0.106	-0.107
7.101_methane--phenol_2.00	-0.006	-0.006	-0.006	-0.006	-0.006	-0.078	-0.079	-0.078	-0.080	-0.080	-0.080	-0.080	-0.039	-0.040	-0.039	-0.040	-0.039	-0.039	-0.039	-0.040	-0.040	-0.040	-0.040	-0.040	-0.040	-0.040	-0.068	-0.057	-0.024	-0.033	-0.067	-0.056	-0.023	-0.033	0.004	0.012	0.001	0.012	-0.012	-0.011	-0.011
7.102_methane--pyridine_0.80	8.329	8.305	8.310	8.288	8.286	-6.665	-7.454	-7.354	-7.672	-7.750	-7.831	-7.832	-3.403	-3.262	-3.906	-3.548	-3.843	-3.510	-4.067	-3.606	-4.129	-3.621	-4.184	-3.648	-4.195	-3.638	-5.724	-4.918	-2.253	-2.664	-6.381	-5.434	-2.585	-2.849	6.009	7.033	5.123	5.760	4.333	4.094	5.140
7.102_methane--pyridine_0.85	5.165	5.168	~~~	5.157	~~~	-5.301	-5.868	~~~	-6.026	~~~	-6.140	~~~	-2.698	-2.603	-3.055	-2.813	~~~	~~~	-3.169	-2.856	~~~	~~~	-3.253	-2.887	~~~	~~~	-4.587	-3.935	-1.786	-2.149	~~~	~~~	~~~	~~~	3.615	4.486	2.821	3.650	2.273	2.109	3.122
7.102_methane--pyridine_0.90	3.166	3.180	~~~	3.172	~~~	-4.223	-4.629	~~~	-4.742	~~~	-4.825	~~~	-2.144	-2.080	-2.396	-2.234	~~~	~~~	-2.477	-2.266	~~~	~~~	-2.536	-2.289	~~~	~~~	-3.678	-3.150	-1.417	-1.733	~~~	~~~	~~~	~~~	2.156	2.887	1.470	2.369	1.037	0.944	1.855
7.102_methane--pyridine_0.95	1.916	1.931	~~~	1.926	~~~	-3.372	-3.662	~~~	-3.743	~~~	-3.802	~~~	-1.707	-1.665	-1.885	-1.778	~~~	~~~	-1.942	-1.801	~~~	~~~	-1.983	-1.819	~~~	~~~	-2.952	-2.525	-1.127	-1.398	~~~	~~~	~~~	~~~	1.300	1.915	0.715	1.611	0.320	0.280	1.021
7.102_methane--pyridine_1.00	1.144	1.156	1.155	1.153	1.152	-2.699	-2.907	-2.850	-2.964	-2.984	-3.006	-3.004	-1.363	-1.336	-1.488	-1.418	-1.455	-1.395	-1.528	-1.436	-1.543	-1.441	-1.557	-1.448	-1.558	-1.446	-2.372	-2.026	-0.898	-1.128	-2.506	-2.116	-0.953	-1.163	0.785	1.293	0.301	1.159	-0.059	-0.053	0.564
7.102_methane--pyridine_1.05	0.670	0.678	~~~	0.677	~~~	-2.166	-2.316	~~~	-2.356	~~~	-2.386	~~~	-1.092	-1.074	-1.180	-1.135	~~~	~~~	-1.208	-1.148	~~~	~~~	-1.228	-1.157	~~~	~~~	-1.909	-1.629	-0.717	-0.912	~~~	~~~	~~~	~~~	0.493	0.913	0.099	0.883	-0.256	-0.222	0.248
7.102_methane--pyridine_1.10	0.382	0.388	~~~	0.388	~~~	-1.744	-1.853	~~~	-1.881	~~~	-1.902	~~~	-0.877	-0.867	-0.941	-0.912	~~~	~~~	-0.960	-0.921	~~~	~~~	-0.974	-0.928	~~~	~~~	-1.540	-1.312	-0.574	-0.738	~~~	~~~	~~~	~~~	0.341	0.693	0.019	0.718	-0.343	-0.296	0.026
7.102_methane--pyridine_1.25	0.049	0.052	~~~	0.053	~~~	-0.931	-0.975	~~~	-0.985	~~~	-0.993	~~~	-0.466	-0.465	-0.491	-0.485	~~~	~~~	-0.497	-0.488	~~~	~~~	-0.502	-0.491	~~~	~~~	-0.822	-0.699	-0.301	-0.398	~~~	~~~	~~~	~~~	0.160	0.359	0.000	0.443	-0.310	-0.255	-0.161
7.102_methane--pyridine_1.50	-0.015	-0.013	~~~	-0.013	~~~	-0.359	-0.371	~~~	-0.373	~~~	-0.375	~~~	-0.178	-0.180	-0.185	-0.186	~~~	~~~	-0.186	-0.187	~~~	~~~	-0.187	-0.187	~~~	~~~	-0.314	-0.267	-0.113	-0.154	~~~	~~~	~~~	~~~	0.075	0.151	0.029	0.189	-0.125	-0.098	-0.099
7.102_methane--pyridine_2.00	-0.004	-0.004	-0.004	-0.004	-0.004	-0.075	-0.076	-0.075	-0.076	-0.077	-0.077	-0.077	-0.037	-0.038	-0.038	-0.038	-0.037	-0.038	-0.038	-0.038	-0.038	-0.039	-0.038	-0.038	-0.038	-0.039	-0.065	-0.055	-0.023	-0.032	-0.064	-0.054	-0.023	-0.031	0.007	0.016	0.003	0.015	-0.010	-0.009	-0.009
7.103_methane--trimethylamine_0.80	5.511	5.481	5.494	5.461	5.461	-4.120	-4.811	-4.721	-4.991	-5.056	-5.122	-5.124	-1.855	-2.265	-2.325	-2.486	-2.268	-2.454	-2.465	-2.526	-2.520	-2.536	-2.568	-2.554	-2.578	-2.547	-3.870	-3.318	-1.123	-2.195	-4.537	-3.878	-1.537	-2.342	3.449	4.274	2.741	3.349	2.051	1.979	2.996
7.103_methane--trimethylamine_0.85	3.449	3.444	~~~	3.427	~~~	-3.399	-3.923	~~~	-4.058	~~~	-4.157	~~~	-1.544	-1.854	-1.898	-2.025	~~~	~~~	-2.004	-2.055	~~~	~~~	-2.080	-2.077	~~~	~~~	-3.240	-2.775	-0.963	-1.812	~~~	~~~	~~~	~~~	1.949	2.665	1.312	2.033	0.774	0.739	1.651
7.103_methane--trimethylamine_0.90	2.097	2.107	~~~	2.094	~~~	-2.810	-3.206	~~~	-3.308	~~~	-3.382	~~~	-1.288	-1.522	-1.554	-1.652	~~~	~~~	-1.632	-1.676	~~~	~~~	-1.690	-1.693	~~~	~~~	-2.713	-2.322	-0.825	-1.497	~~~	~~~	~~~	~~~	1.025	1.641	0.462	1.232	0.015	0.014	0.821
7.103_methane--trimethylamine_0.95	1.222	1.240	~~~	1.231	~~~	-2.328	-2.627	~~~	-2.704	~~~	-2.759	~~~	-1.076	-1.252	-1.276	-1.352	~~~	~~~	-1.334	-1.370	~~~	~~~	-1.376	-1.383	~~~	~~~	-2.273	-1.944	-0.706	-1.238	~~~	~~~	~~~	~~~	0.472	1.000	-0.016	0.758	-0.414	-0.387	0.305
7.103_methane--trimethylamine_1.00	0.667	0.686	0.688	0.680	0.680	-1.933	-2.158	-2.104	-2.215	-2.235	-2.257	-2.256	-0.901	-1.032	-1.050	-1.109	-1.017	-1.087	-1.093	-1.122	-1.109	-1.126	-1.125	-1.132	-1.126	-1.130	-1.905	-1.629	-0.603	-1.026	-2.091	-1.776	-0.715	-1.061	0.155	0.605	-0.262	0.483	-0.635	-0.587	-0.009
7.103_methane--trimethylamine_1.05	0.321	0.338	~~~	0.334	~~~	-1.608	-1.778	~~~	-1.821	~~~	-1.852	~~~	-0.754	-0.854	-0.866	-0.912	~~~	~~~	-0.898	-0.922	~~~	~~~	-0.922	-0.930	~~~	~~~	-1.596	-1.365	-0.514	-0.851	~~~	~~~	~~~	~~~	-0.016	0.366	-0.369	0.330	-0.727	-0.663	-0.193
7.103_methane--trimethylamine_1.10	0.110	0.125	~~~	0.123	~~~	-1.340	-1.469	~~~	-1.500	~~~	-1.524	~~~	-0.633	-0.708	-0.716	-0.752	~~~	~~~	-0.740	-0.760	~~~	~~~	-0.758	-0.766	~~~	~~~	-1.339	-1.145	-0.438	-0.707	~~~	~~~	~~~	~~~	-0.099	0.225	-0.394	0.249	-0.740	-0.666	-0.289
7.103_methane--trimethylamine_1.25	-0.116	-0.107	~~~	-0.106	~~~	-0.787	-0.843	~~~	-0.856	~~~	-0.866	~~~	-0.376	-0.411	-0.412	-0.431	~~~	~~~	-0.422	-0.434	~~~	~~~	-0.429	-0.437	~~~	~~~	-0.794	-0.679	-0.268	-0.412	~~~	~~~	~~~	~~~	-0.120	0.078	-0.285	0.167	-0.596	-0.519	-0.367
7.103_methane--trimethylamine_1.50	-0.104	-0.100	~~~	-0.099	~~~	-0.341	-0.356	~~~	-0.360	~~~	-0.363	~~~	-0.164	-0.177	-0.174	-0.182	~~~	~~~	-0.177	-0.183	~~~	~~~	-0.179	-0.184	~~~	~~~	-0.344	-0.295	-0.118	-0.176	~~~	~~~	~~~	~~~	-0.049	0.036	-0.106	0.098	-0.301	-0.253	-0.238
7.103_methane--trimethylamine_2.00	-0.029	-0.029	-0.029	-0.029	-0.028	-0.081	-0.083	-0.081	-0.084	-0.084	-0.084	-0.084	-0.039	-0.042	-0.040	-0.043	-0.039	-0.042	-0.041	-0.043	-0.041	-0.043	-0.041	-0.043	-0.041	-0.043	-0.080	-0.069	-0.027	-0.041	-0.080	-0.068	-0.027	-0.040	-0.021	-0.009	-0.028	-0.005	-0.061	-0.052	-0.055
